ID,School,Category,CastUI,DispelType,Attributes,AttributesEx,AttributesExB,ShapeshiftMask,Targets,TargetCreatureType,RequiresSpellFocus,CasterAuraState,TargetAuraState,CastingTimeIndex,RecoveryTime,CategoryRecoveryTime,InterruptFlags,AuraInterruptFlags,ChannelInterruptFlags,ProcFlags,ProcChance,ProcCharges,MaxLevel,BaseLevel,SpellLevel,DurationIndex,PowerType,ManaCost,ManaCostPerLevel,ManaPerSecond,ManaPerSecondPerLevel,RangeIndex,Speed,ModalNextSpell,CumulativeAura,Totem[0],Totem[1],Reagent[0],Reagent[1],Reagent[2],Reagent[3],Reagent[4],Reagent[5],Reagent[6],Reagent[7],ReagentCount[0],ReagentCount[1],ReagentCount[2],ReagentCount[3],ReagentCount[4],ReagentCount[5],ReagentCount[6],ReagentCount[7],EquippedItemClass,EquippedItemSubclass,Effect[0],Effect[1],Effect[2],EffectDieSides[0],EffectDieSides[1],EffectDieSides[2],EffectBaseDice[0],EffectBaseDice[1],EffectBaseDice[2],EffectDicePerLevel[0],EffectDicePerLevel[1],EffectDicePerLevel[2],EffectRealPointsPerLevel[0],EffectRealPointsPerLevel[1],EffectRealPointsPerLevel[2],EffectBasePoints[0],EffectBasePoints[1],EffectBasePoints[2],ImplicitTargetA[0],ImplicitTargetA[1],ImplicitTargetA[2],ImplicitTargetB[0],ImplicitTargetB[1],ImplicitTargetB[2],EffectRadiusIndex[0],EffectRadiusIndex[1],EffectRadiusIndex[2],EffectAura[0],EffectAura[1],EffectAura[2],EffectAuraPeriod[0],EffectAuraPeriod[1],EffectAuraPeriod[2],EffectAmplitude[0],EffectAmplitude[1],EffectAmplitude[2],EffectChainTargets[0],EffectChainTargets[1],EffectChainTargets[2],EffectItemType[0],EffectItemType[1],EffectItemType[2],EffectMiscValue[0],EffectMiscValue[1],EffectMiscValue[2],EffectTriggerSpell[0],EffectTriggerSpell[1],EffectTriggerSpell[2],EffectPointsPerCombo[0],EffectPointsPerCombo[1],EffectPointsPerCombo[2],SpellVisualID[0],SpellVisualID[1],SpellIconID,ActiveIconID,SpellPriority,Name_lang,NameSubtext_lang,Description_lang,AuraDescription_lang,ManaCostPct,StartRecoveryCategory,StartRecoveryTime,MaxTargetLevel,SpellClassMask[0],SpellClassMask[1],DefenseType,PreventionType,StanceBarOrder
8133,0,0,0,0,65792,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,222,0,1,0,0,Taunt,,,,0,0,0,0,983070,172,0,0,0
8134,3,0,0,1,327680,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,1026,100,3,0,40,40,6,0,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,113,0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,19,0,0,Lightning Shield,,,,0,0,0,0,983070,17677,0,0,0
8135,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8134,0,0,0,0,0,107,0,19,0,0,Lightning Shield,,,,0,0,0,0,983070,17677,0,0,0
8136,0,0,0,0,256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0,100,0,0,Naralex's Awakening,,,,0,0,0,0,983068,0,0,0,0
8137,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,31,0,0,0,0,0,0,20,20,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9,0,0,6,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,264,0,0,Silithid Pox,,,,0,0,0,0,983070,0,0,0,0
8138,3,18,0,3,0,0,0,0,0,0,0,0,0,14,0,0,31,0,0,0,0,0,0,12,12,145,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,-0.15,0,0,-7,0,0,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,631,0,263,0,0,Mirkfallon Fungus,,,,0,0,0,0,983070,0,0,0,0
8139,3,18,0,3,0,0,0,0,0,0,0,0,0,14,0,0,31,0,0,0,0,0,0,20,20,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,6,0,1,1,0,1,1,0,0,0,0,-0.15,-0.15,0,-7,-7,0,6,6,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,631,0,264,0,0,Fevered Fatigue,,,,0,0,0,0,983070,0,0,0,0
8140,5,0,0,1,65536,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,24,24,8,0,75,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-51,0,0,6,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,48,0,0,Befuddlement,,,,0,0,0,0,983070,172,0,0,0
8141,1,25,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,10,0,0,105,0,0,1,0,0,0,0,0,2.4,0,0,297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,104,0,50,Druid's Potion,,,,0,0,0,0,983070,0,0,0,0
8142,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,20,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,6,64,101,0,0,1,0,0,0,0,0,0,0,0,149,0,0,22,22,22,15,15,15,13,13,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5164,0,0,0,838,0,66,0,0,Grasping Vines,,,,0,0,0,0,983070,0,0,0,0
8143,3,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,18,23,0,75,0,0,0,1,0,0,0,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5913,0,0,0,0,0,0,0,0,319,0,65,0,0,Tremor Totem,,,,0,0,0,0,983054,0,0,0,0
8144,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8143,0,0,0,0,0,107,0,65,0,0,Tremor Totem,,,,0,0,0,0,983054,0,0,0,0
8145,3,0,0,0,67904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,18,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,23,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8146,0,0,0,0,0,0,0,65,0,0,Tremor Totem Passive,,,,0,0,0,0,983070,0,0,0,0
8146,3,0,0,0,2304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,108,108,108,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,22,22,22,33,33,33,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,0,0,0,0,0,0,0,0,65,0,0,Tremor Totem Effect,,,,0,0,0,0,983070,0,0,0,0
8147,3,22,0,1,65536,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,20,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,6,6,9,1,1,1,1,1,0,0,0,2,-1,0,70,59,-31,22,22,22,15,15,15,13,13,13,0,33,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,199,0,0,Thunderclap,,,,0,0,0,0,983070,172,0,0,0
8148,3,99,0,0,65536,0,0,0,0,0,0,0,0,1,0,1000,9,0,0,0,0,0,0,21,21,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,35,0,0,1,0,0,1,0,0,0,0,0,1,0,0,19,0,0,1,0,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,53,0,0,Thorns Aura,,,,0,0,0,0,983070,0,0,0,0
8149,0,0,0,0,336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,Super Invis,,,,0,0,0,0,983068,0,0,0,0
8150,3,22,0,1,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,20,20,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,6,0,13,1,0,1,1,0,0,0,0,2,0,0,93,0,0,22,22,0,15,15,0,13,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,199,0,0,Thundercrack,,,,0,0,0,0,983070,172,0,0,0
8151,0,32,0,0,393232,0,0,0,0,0,0,0,0,1,0,30000,0,0,0,0,0,0,0,13,13,66,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,58,6,0,5,0,0,1,0,0,0,0,0,3,0,0,27,0,0,6,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,244,0,0,Surprise Attack,,,,0,0,0,0,983070,172,0,0,0
8152,0,38,0,5,437583888,16,0,0,0,0,0,0,0,1,0,10000,0,3,0,0,0,0,20,1,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,6,0,1,1,0,1,1,0,0,0,0,5,0,0,4,49,0,1,1,0,0,0,0,0,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,250,30,0,Prowl,,,,0,0,0,0,983070,172,0,0,0
8153,0,39,0,0,33882384,0,0,0,0,0,0,0,0,6,0,0,31,128,0,0,0,0,0,20,20,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-1,149,0,1,1,0,0,0,0,0,0,0,56,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5918,0,0,0,0,0,0,0,0,653,0,112,131,0,Owl Form,,,,0,0,0,0,983068,10848,0,0,0
8154,3,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,14,3,0,75,0,0,0,1,0,0,0,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5919,0,0,0,0,0,0,0,0,319,0,690,0,0,Stoneskin Totem,,,,0,0,0,0,983070,2147,0,0,0
8155,3,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24,3,0,110,0,0,0,1,0,0,0,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5920,0,0,0,0,0,0,0,0,319,0,690,0,0,Stoneskin Totem,,,,0,0,0,0,983070,4917,0,0,0
8156,3,0,0,0,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,14,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,1,0,0,0,0,0,9,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,690,0,0,Stoneskin,,,,0,0,0,0,983070,2147,0,0,0
8157,3,0,0,0,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-11,0,0,1,0,0,0,0,0,9,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,690,0,0,Stoneskin,,,,0,0,0,0,983070,4917,0,0,0
8158,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8154,0,0,0,0,0,107,0,690,0,0,Stoneskin Totem,,,,0,0,0,0,983070,2147,0,0,0
8159,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8155,0,0,0,0,0,107,0,690,0,0,Stoneskin Totem,,,,0,0,0,0,983070,4917,0,0,0
8160,3,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24,3,0,80,0,0,0,1,0,0,0,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5921,0,0,0,0,0,0,0,0,319,0,691,0,0,Strength of Earth Totem,,,,0,0,0,0,983070,2147,0,0,0
8161,3,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,38,62,0,155,0,0,0,1,0,0,0,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5922,0,0,0,0,0,0,0,0,319,0,691,0,0,Strength of Earth Totem,,,,0,0,0,0,983070,4917,0,0,0
8162,3,0,0,0,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,9,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,691,0,0,Strength of Earth,,,,0,0,0,0,983070,2147,0,0,0
8163,3,0,0,0,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,38,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,9,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,691,0,0,Strength of Earth,,,,0,0,0,0,983070,4917,0,0,0
8164,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160,0,0,0,0,0,107,0,691,0,0,Strength of Earth Totem,,,,0,0,0,0,983070,2147,0,0,0
8165,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8161,0,0,0,0,0,107,0,691,0,0,Strength of Earth Totem,,,,0,0,0,0,983070,4917,0,0,0
8166,3,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,22,23,0,75,0,0,0,1,0,0,0,5177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,89,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5923,0,0,0,0,0,0,0,0,319,0,65,0,0,Poison Cleansing Totem,,,,0,0,0,0,983070,0,0,0,0
8167,3,0,0,0,67904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,22,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,23,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8168,0,0,0,0,0,0,0,65,0,0,Poison Cleansing Totem Passive,,,,0,0,0,0,983070,0,0,0,0
8168,3,0,0,0,65920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,33,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,65,0,0,Poison Cleansing Totem Effect,,,,0,0,0,0,983070,0,0,0,0
8169,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8166,0,0,0,0,0,107,0,65,0,0,Poison Cleansing Totem,,,,0,0,0,0,983070,0,0,0,0
8170,3,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,38,23,0,75,0,0,0,1,0,0,0,5177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,89,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924,0,0,0,0,0,0,0,0,319,0,65,0,0,Disease Cleansing Totem,,,,0,0,0,0,983070,0,0,0,0
8171,3,0,0,0,65920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,33,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,65,0,0,Disease Cleansing Totem Effect,,,,0,0,0,0,983070,0,0,0,0
8172,3,0,0,0,67904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,38,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,23,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8171,0,0,0,0,0,0,0,65,0,0,Disease Cleansing Totem Passive,,,,0,0,0,0,983070,0,0,0,0
8173,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8170,0,0,0,0,0,107,0,65,0,0,Disease Cleansing Totem,,,,0,0,0,0,983070,0,0,0,0
8175,5,99,0,1,67584,0,0,0,0,0,0,0,0,16,0,1000,15,0,0,256,100,0,0,26,26,18,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,15,0,0,10,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7996,0,0,0,0,0,1683,0,77,0,0,Spell Bomb,,,,0,0,0,0,983070,172,0,0,0
8176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,30,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656,0,0,0,0,0,0,0,0,74,0,214,0,0,Summon Felhunter,,,,0,0,0,0,7274526,3895,0,0,0
8177,3,230,0,0,65536,0,0,0,0,0,0,0,0,1,0,15000,0,0,0,0,0,0,0,30,30,22,0,80,0,0,0,1,0,0,0,5178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,90,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,319,0,65,0,0,Grounding Totem,,,,0,0,0,0,983070,0,0,0,0
8178,3,0,0,0,65792,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,30,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,9,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,Grounding Totem Effect,,,,0,0,0,0,983070,172,0,0,0
8179,3,0,0,0,65856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,30,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,23,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8178,0,0,0,0,0,0,0,65,0,0,Grounding Totem Passive,,,,0,0,0,0,983070,0,0,0,0
8180,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8177,0,0,0,0,0,107,0,65,0,0,Grounding Totem,,,,0,0,0,0,983070,0,0,0,0
8181,2,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24,3,0,90,0,0,0,1,0,0,0,5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,87,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5926,0,0,0,0,0,0,0,0,319,0,65,0,0,Frost Resistance Totem,,,,0,0,0,0,983070,172,0,0,0
8182,3,0,0,0,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,24,24,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,9,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,366,0,65,0,0,Frost Resistance,,,,0,0,0,0,983070,172,0,0,0
