ID,ContinentID,ParentAreaID,Flags,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang[0],AreaName_lang[1],AreaName_lang[2],AreaName_lang[3],AreaName_lang[4],AreaName_lang[5],AreaName_lang[6],AreaName_lang[7],AreaName_lang_mask,FactionGroupMask
430,1,331,0,0,11,0,3,4514,1,28,Satyrnaar,,,,,,,,7274514,0
432,1,331,0,0,11,0,0,0,0,30,The Dor'Danil Barrow Den,,,,,,,,983058,0
433,1,331,0,0,11,0,0,0,0,-1,Falfarren River,,,,,,,,7274514,0
435,1,331,0,0,11,28,2,0,0,-1,Demon Fall Canyon,,,,,,,,7274512,0
436,1,331,0,0,11,28,2,0,0,-1,Demon Fall Ridge,,,,,,,,7274512,0
438,1,331,0,0,11,0,0,0,0,-1,Bough Shadow,,,,,,,,7274512,0
439,1,400,0,0,11,39,0,0,0,35,The Shimmering Flats,,,,,,,,983058,0
440,1,0,0,0,11,39,176,56,0,-1,Tanaris,,,,,,,,7274514,0
441,1,331,0,0,11,48,3,0,0,-1,Lake Falathim,,,,,,,,7274514,0
442,1,148,0,0,11,0,2,4517,1,-1,Auberdine,,,,,,,,983058,0
443,1,148,0,0,11,0,11,0,0,-1,Ruins of Mathystra,,,,,,,,7274514,0
444,1,148,0,0,11,0,0,0,0,-1,Tower of Althalaxx,,,,,,,,7274514,0
445,1,148,0,0,11,0,11,0,0,-1,Cliffspring Falls,,,,,,,,7274514,0
446,1,148,0,0,11,0,11,0,0,-1,Bashal'Aran,,,,,,,,7274514,0
447,1,148,0,0,11,0,15,0,0,-1,Ameth'Aran,,,,,,,,7274514,0
448,1,148,0,0,11,0,0,0,0,-1,Grove of the Ancients,,,,,,,,7274514,0
449,1,148,0,0,11,0,0,0,0,-1,The Master's Glaive,,,,,,,,7274514,0
450,1,148,0,0,11,0,11,0,0,-1,Remtravel's Excavation,,,,,,,,7274514,0
452,1,148,0,0,11,0,11,0,0,-1,Mist's Edge,,,,,,,,983042,0
454,1,148,0,0,11,0,0,0,0,-1,Wildbend River,,,,,,,,7274514,0
455,1,148,0,0,11,0,11,0,0,-1,Blackwood Den,,,,,,,,7274514,0
456,1,148,0,0,11,0,0,0,0,-1,Cliffspring River,,,,,,,,7274514,0
458,1,17,0,0,11,0,7,0,0,10,Gold Road,,,,,,,,7274514,0
460,1,406,0,0,11,0,7,0,0,20,Sun Rock Retreat,,,,,,,,7274514,0
461,1,406,0,0,11,0,7,0,0,20,Windshear Crag,,,,,,,,7274514,0
463,1,406,0,0,11,0,7,0,0,20,Cragpool Lake,,,,,,,,983058,0
464,1,406,0,0,11,0,7,0,0,21,Mirkfallon Lake,,,,,,,,7274514,0
465,1,406,0,0,11,0,7,0,0,25,The Charred Vale,,,,,,,,7274514,0
466,1,406,0,0,11,0,7,0,0,-1,Valley of the Bloodfuries,,,,,,,,7274512,0
468,1,406,0,0,11,0,7,0,0,-1,The Talon Den,,,,,,,,7274514,0
469,1,406,0,0,11,0,7,0,0,18,Greatwood Vale,,,,,,,,7274514,0
470,1,215,0,0,11,45,9,0,0,10,Thunder Bluff,,,,,,,,983058,0
471,1,215,0,0,11,0,9,0,0,-1,Brave Wind Mesa,,,,,,,,7274512,0
472,1,215,0,0,11,0,9,0,0,-1,Fire Stone Mesa,,,,,,,,7274512,0
474,1,215,0,0,11,0,9,0,0,-1,Hunter Rise,,,,,,,,983058,0
475,1,215,0,0,11,0,9,0,0,-1,Spirit Rise,,,,,,,,983058,0
476,1,215,0,0,11,0,9,0,0,-1,Elder Rise,,,,,,,,983058,0
477,0,33,0,0,11,0,3,0,0,-1,Ruins of Jubuwal,,,,,,,,7274514,0
478,1,141,0,0,11,0,11,0,0,8,Pools of Arlithrien,,,,,,,,7274514,0
479,1,400,0,0,11,0,9,0,0,35,The Rustmaul Dig Site,,,,,,,,983056,0
480,1,400,0,0,11,0,9,0,0,30,Camp E'thok,,,,,,,,7274514,0
482,1,400,0,0,11,0,9,0,0,30,Highperch,,,,,,,,7274514,0
483,1,400,0,0,11,0,9,0,0,30,The Screeching Canyon,,,,,,,,7274514,0
484,1,400,0,0,11,0,9,0,0,30,Freewind Post,,,,,,,,7274514,0
485,1,400,0,0,11,0,9,0,0,25,The Great Lift,,,,,,,,7274514,0
486,1,400,0,0,11,0,9,0,0,-1,Galak Hold,,,,,,,,7274514,0
487,1,400,0,0,11,0,9,0,0,-1,Roguefeather Den,,,,,,,,7274514,0
488,1,400,0,0,11,0,9,0,0,-1,The Weathered Nook,,,,,,,,7274512,0
489,1,357,0,0,11,0,0,0,0,30,Thalanaar,,,,,,,,7274514,0
490,1,0,0,0,11,33,0,0,0,-1,Ungoro Crater,,,,,,,,7274512,0
491,47,0,0,0,11,0,0,0,0,-1,Razorfen Kraul,,,,,,,,0,0
492,0,10,0,0,11,0,15,0,0,26,Raven Hill Cemetery,,,,,,,,7274514,0
493,1,0,0,0,11,29,0,1512850505,0,-1,Moonglade,,,,,,,,7274512,0
496,1,15,0,0,11,0,0,0,0,-1,Brackenwall Village,,,,,,,,7274514,0
495,0,0,0,0,11,0,11,0,0,-1,DELETE ME,,,,,,,,983040,0
497,1,15,0,0,11,0,0,0,0,-1,Swamplight Manor,,,,,,,,7274512,0
498,1,15,0,0,11,0,0,0,0,-1,Bloodfen Burrow,,,,,,,,7274514,0
499,1,15,0,0,11,0,0,0,0,-1,Darkmist Cavern,,,,,,,,7274514,0
504,1,15,0,0,11,0,0,0,0,-1,North Point Tower,,,,,,,,7274514,0
505,1,15,0,0,11,0,0,0,0,-1,West Point Tower,,,,,,,,7274514,0
506,1,15,0,0,11,0,0,0,0,-1,Lost Point,,,,,,,,7274498,0
507,1,15,0,0,11,0,0,0,0,-1,Bluefen,,,,,,,,7274514,0
508,1,15,0,0,11,0,0,0,0,-1,Stonemaul Ruins,,,,,,,,7274514,0
509,1,15,0,0,11,0,0,0,0,-1,The Den of Flame,,,,,,,,7274514,0
511,1,15,0,0,11,0,0,0,0,-1,Wyrmbog,,,,,,,,7274514,0
512,1,15,0,0,11,0,0,0,0,-1,Onyxia's Lair,,,,,,,,7274514,0
513,1,15,0,0,11,0,0,0,0,-1,Theramore Isle,,,,,,,,7274514,0
514,1,15,0,0,11,0,0,0,0,-1,Foothold Citadel,,,,,,,,7274512,0
515,1,15,0,0,11,0,0,0,0,-1,Ironclad Prison,,,,,,,,7274512,0
