ID,ModelID,SoundID,ExtendedDisplayInfoID,CreatureModelScale,CreatureModelAlpha,TextureVariation[0],TextureVariation[1],TextureVariation[2],BloodID
1220,38,0,0,0.9,255,TallStriderSkinGray,,,0
1221,38,0,0,0.9,255,TallStriderSkinIvory,,,0
1222,43,0,0,0.95,255,WolfSkinCoyote,WolfSkinCoyoteAlpha,,0
1223,12,0,0,1.1,255,HarpyBrown,,,0
1225,12,0,0,1,255,HarpyBrown,,,0
1226,3,0,0,0.9,255,CentaurSkin,,,0
1227,3,0,0,0.9,255,CentaurSkin,,,0
1228,61,0,0,0.75,255,CarrionBirdSkin,CarrionBirdWing,,0
1229,61,0,0,0.85,255,CarrionBirdSkin,CarrionBirdWing,,0
1230,27,0,0,1,255,KotoBeastSkinGray,,,0
1231,27,0,0,1.2,255,KotoBeastSkinGray,,,0
1232,27,0,0,1.5,255,KotoBeastSkinBrown,,,0
1233,164,0,0,1,255,Goblin,,,0
1236,171,169,0,0.8,255,WolfSkin_Ghost,,,0
1237,12,0,0,1,255,HarpyBlue,,,0
1238,196,0,0,1.1,255,DwarfMaleWarriorLightSkin_Ghost,,,0
1241,27,0,0,1.3,255,KotoBeastSkinGray,,,0
1242,66,0,0,0.9,255,BoarSkinIvory,,,0
1244,173,0,0,1,255,SeaTurtleSkin,,,0
1245,174,0,0,1,255,SkeletonMage,,,0
1246,172,0,0,0.5,255,LobstrokBlack,,,0
1247,172,0,0,0.6,255,LobstrokBlack,,,0
1248,172,0,0,0.7,255,LobstrokBlack,,,0
1249,132,0,0,0.75,255,CrabSkinBronze,,,0
1250,137,0,0,0.4,255,CrocodileSkinRiver,,,0
1251,137,0,0,0.5,255,CrocodileSkinRiver,,,0
1252,145,0,0,0.75,255,QuilBoarSkinGrey,QuilBoarSkinGrey_Alpha,,0
1253,145,0,0,0.85,255,QuilBoarSkinGrey,QuilBoarSkinGrey_Alpha,,0
1254,145,0,0,0.9,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1255,12,0,0,1,255,HarpyAqua,,,0
1256,12,0,0,1.1,255,HarpyAqua,,,0
1257,3,0,0,0.9,255,CentaurSkinDarkgray,,,0
1258,3,0,0,1,255,CentaurSkinDarkgray,,,0
1259,34,0,0,0.65,255,RaptorSkinOrange,,,0
1260,112,0,0,1.15,255,BlackRockClanOrcWarriorSkin,,,0
1261,50,0,36,1,255,,,,0
1262,117,0,0,1,255,TrollSkinJungleBloodScalpBoss,,,0
1267,175,0,0,1,255,FaerieDragon,faeriewing,,0
1269,176,0,0,1,255,Goblin,,,0
1274,145,0,0,1,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1275,51,0,2139,1,255,,,,0
1276,49,0,45,1,255,,,,0
1277,53,0,47,1,255,,,,0
1279,127,0,0,1,128,PirateCaptain02_Ghost,,,0
1280,53,0,49,1,255,,,,0
1281,38,0,0,1.1,255,TallStriderSkinPurple,,,0
1282,53,0,50,1,255,,,,0
1283,38,0,0,1.2,255,TallStriderSkinBrown,,,0
1284,38,0,0,1.1,255,TallStriderSkinIvory,,,0
1285,55,0,52,1,255,,,,0
1286,54,0,53,1,255,,,,0
1287,50,0,56,1,255,,,,0
1288,49,0,57,1,255,,,,0
1289,49,0,60,1,255,,,,0
1290,49,0,58,1,255,,,,0
1291,49,0,61,1,255,,,,0
1292,49,0,62,1,255,,,,0
1293,49,0,63,1,255,,,,0
1294,49,0,64,1,255,,,,0
1295,50,0,65,1,255,,,,0
1296,50,0,66,1,255,,,,0
1297,50,0,67,1,255,,,,0
1298,49,0,68,1,255,,,,0
1299,49,0,69,1,255,,,,0
1300,50,0,70,1,255,,,,0
1302,164,0,0,1.5,255,Goblin,,,0
1303,176,0,0,0.75,255,Goblin,,,0
1304,164,0,0,1.8,255,Goblin,,,0
1305,31,0,0,1.3,255,SahauginskinBlue,,,0
1306,81,0,0,1.5,255,SlimeSkinBlackpudding,,,0
1307,132,0,0,0.75,255,CrabSkinVermillian,,,0
1308,27,0,0,1.5,255,KotoBeastSkinGray,,,0
1309,27,0,0,1.4,255,KotoBeastSkinBrown,,,0
1310,51,51,71,1,255,,,,0
1311,51,0,72,1,255,,,,0
1312,52,0,73,1,255,,,,0
1313,51,0,74,1,255,,,,0
1314,51,0,75,1,255,,,,0
1315,51,0,77,1,255,,,,0
1316,51,0,78,1,255,,,,0
1317,51,51,79,1,255,,,,0
1318,51,0,80,1,255,,,,0
1319,52,0,81,1,255,,,,0
1320,51,0,82,1,255,,,,0
1321,51,0,83,1,255,,,,0
1322,60,0,84,1.2,255,,,,0
1323,51,0,85,1,255,,,,0
1324,51,0,86,1,255,,,,0
1325,52,0,90,1,255,,,,0
1326,51,0,87,1,255,,,,0
1327,51,0,91,1,255,,,,0
1328,51,0,92,1,255,,,,0
1329,51,0,93,1,255,,,,0
1330,51,0,94,1,255,,,,0
1331,51,0,95,1,255,,,,0
1332,51,0,96,1,255,,,,0
1333,52,0,97,1,255,,,,0
1334,51,0,98,1,255,,,,0
1335,51,0,99,1,255,,,,0
1336,75,0,0,1,255,WindSerpentSkin,WindSerpentWingSkin,,0
1337,34,0,0,0.9,255,RaptorSkinGrey,,,0
1338,34,0,0,0.8,255,RaptorSkinViolet,,,0
1339,34,0,0,1,255,RaptorSkinGrey,,,0
1340,34,0,0,1.15,255,RaptorSkinGrey,,,0
1341,145,0,0,1.3,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1342,145,0,0,1.35,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1343,145,0,0,1.2,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1344,145,0,0,1.25,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1345,145,0,0,1.35,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1346,145,0,0,1.1,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1347,3,0,0,1.05,255,CentaurSkin,,,0
1348,3,0,0,1.1,255,CentaurSkin,,,0
1349,3,0,0,1.2,255,CentaurSkin,,,0
1350,12,0,0,1.2,255,HarpyBlue,,,0
1351,12,0,0,1.2,255,HarpyAqua,,,0
1352,12,0,0,1.3,255,HarpyBlue,,,0
1354,53,0,135,1,255,,,,0
1355,53,0,133,1,255,,,,0
1356,49,0,136,1,255,,,,0
1357,49,0,137,1,255,,,,0
1358,52,0,100,1,255,,,,0
1359,51,0,101,1,255,,,,0
1360,52,0,102,1,255,,,,0
1361,50,0,138,1,255,,,,0
1362,53,0,139,1,255,,,,0
1363,53,0,140,1,255,,,,0
1364,49,0,141,1,255,,,,0
1367,52,0,104,1,255,,,,0
1368,51,0,105,1,255,,,,0
1369,51,0,106,1,255,,,,0
1370,51,0,107,1,255,,,,0
1371,51,0,108,1,255,,,,0
1372,51,0,110,1,255,,,,0
1373,51,0,111,1,255,,,,0
1374,51,0,113,1,255,,,,0
1375,51,0,112,1,255,,,,0
1376,53,0,143,1,255,,,,0
1377,51,0,114,1,255,,,,0
1378,52,0,115,1,255,,,,0
1379,51,0,116,1,255,,,,0
1380,52,0,117,1,255,,,,0
1381,52,0,118,1,255,,,,0
1382,51,0,119,1,255,,,,0
1383,51,0,120,1,255,,,,0
1384,51,0,121,1,255,,,,0
1385,51,0,122,1,255,,,,0
1386,51,0,123,1,255,,,,0
1387,51,0,124,1,255,,,,0
1388,51,0,125,1,255,,,,0
1389,52,0,126,1,255,,,,0
1390,51,0,127,1,255,,,,0
1391,51,0,128,1,255,,,,0
1392,51,0,132,1,255,,,,0
1393,51,0,130,1,255,,,,0
1394,51,0,129,1,255,,,,0
1395,51,0,131,1,255,,,,0
1396,53,0,146,1,255,,,,0
1397,62,0,0,1.5,255,HydraSkinViolet,,,0
1398,53,0,145,1,255,,,,0
1399,53,0,144,1,255,,,,0
1400,53,0,148,1,255,,,,0
1401,54,0,149,1,255,,,,0
1402,53,0,150,1,255,,,,0
1403,49,0,151,1,255,,,,0
1404,54,0,152,1,255,,,,0
1405,160,0,0,0.6,255,FireElementalSkin,,,0
1406,53,0,153,1,255,,,,0
1407,54,0,154,1,255,,,,0
1408,49,0,155,1,255,,,,0
1409,53,0,156,1,255,,,,0
1410,53,0,157,1,255,,,,0
1411,53,0,158,1,255,,,,0
1412,164,0,0,0.75,255,Goblin,,,0
1413,53,0,159,1,255,,,,0
1415,58,83,335,4,255,BearSkinBlue,,,0
1416,53,0,160,1,255,,,,0
1417,53,0,161,1,255,,,,0
1418,165,0,0,1,255,BrownSkin,,,0
1419,61,0,0,0.2,255,CarrionBirdSkin,CarrionBirdWing,,0
1420,145,0,0,1.4,255,QuilBoarSkin,QuilBoarSkin_Alpha,,0
1421,181,0,0,0.7,255,,,,0
1423,49,0,184,1,255,,,,0
1424,49,0,185,1,255,,,,0
1425,49,0,186,1,255,,,,0
1426,49,0,168,1,255,,,,0
1427,49,0,170,1,255,,,,0
1428,49,0,182,1,255,,,,0
1429,49,0,177,1,255,,,,0
1430,49,0,176,1,255,,,,0
1431,49,0,174,1,255,,,,0
1432,49,0,188,1,255,,,,0
1433,49,0,191,1,255,,,,0
1434,49,0,171,1,255,,,,0
1435,49,0,179,1,255,,,,0
1436,49,0,164,1,255,,,,0
1437,49,0,165,1,255,,,,0
1438,49,0,167,1,255,,,,0
1439,50,0,180,1,255,,,,0
1440,50,0,172,1,255,,,,0
1441,50,0,187,1,255,,,,0
1442,50,0,175,1,255,,,,0
1443,50,0,190,1,255,,,,0
1444,50,0,173,1,255,,,,0
1445,50,0,183,1,255,,,,0
1446,50,0,169,1,255,,,,0
1447,50,0,189,1,255,,,,0
1448,50,0,178,1,255,,,,0
1449,50,0,181,1,255,,,,0
1450,50,0,166,1,255,,,,0
1451,27,0,0,0.8,255,KotoBeastSkinGray,,,0
1452,27,0,0,1.1,255,KotoBeastSkinGray,,,0
1453,27,0,0,1.2,255,KotoBeastSkinBrown,,,0
1454,27,0,0,0.8,255,KotoBeastSkinBrown,,,0
1455,187,0,0,1,255,,,,0
1456,188,0,0,1,255,,,,0
1457,188,0,0,1,255,,,,0
1458,188,0,0,2,255,,,,0
1459,187,0,0,2,255,,,,0
1460,187,0,0,3,255,AncientofLoreSkin,,,0
1461,188,0,0,3,255,AncientofWarSkin,,,0
1462,188,0,0,2.5,255,,,,0
1463,188,0,0,1.5,255,,,,0
1464,187,0,0,2.5,255,,,,0
1465,187,0,0,1.5,255,,,,0
1466,49,0,192,1,255,,,,0
1467,133,0,0,0.6,255,,,,0
1468,130,0,0,0.8,255,DreadLordSkin,DreadLordWingSkin,,0
1469,50,0,193,1,255,,,,0
1470,50,0,194,1,255,,,,0
1471,50,0,214,1,255,,,,0
1472,50,0,211,1,255,,,,0
1474,50,0,213,1,255,,,,0
1477,50,0,198,1,255,,,,0
1478,185,296,0,0.9,255,,,,0
1479,186,297,0,0.9,255,,,,0
1480,50,0,199,1,255,,,,0
1481,50,0,204,1,255,,,,0
1482,50,0,207,1,255,,,,0
1483,50,0,210,1,255,,,,0
1484,49,0,195,1,255,,,,0
1485,49,0,196,1,255,,,,0
1486,49,0,197,1,255,,,,0
1487,49,0,200,1,255,,,,0
1488,49,0,201,1,255,,,,0
1489,49,0,202,1,255,,,,0
1490,49,0,203,1,255,,,,0
1491,49,0,205,1,255,,,,0
1492,49,0,206,1,255,,,,0
1493,49,0,208,1,255,,,,0
1494,49,0,209,1,255,,,,0
1495,50,0,215,1,255,,,,0
1496,50,0,216,1,255,,,,0
1497,50,0,217,1,255,,,,0
1498,50,0,218,1,255,,,,0
1499,49,0,219,1,255,,,,0
1500,49,0,220,1,255,,,,0
1501,49,0,221,1,255,,,,0
1502,49,0,222,1,255,,,,0
1503,49,0,223,1,255,,,,0
1504,49,0,224,1,255,,,,0
1505,49,0,225,1,255,,,,0
1506,49,0,226,1,255,,,,0
1507,49,0,227,1,255,,,,0
1508,49,0,228,1,255,,,,0
1509,49,0,230,1,255,,,,0
1510,49,0,231,1,255,,,,0
1511,49,0,232,1,255,,,,0
1512,49,0,233,1,255,,,,0
1513,49,0,234,1,255,,,,0
1514,49,0,235,1,255,,,,0
1515,49,0,236,1,255,,,,0
1516,49,0,237,1,255,,,,0
1517,49,0,238,1,255,,,,0
1518,49,0,239,1,255,,,,0
1519,53,0,229,1,255,,,,0
1520,50,0,240,1,255,,,,0
1521,50,0,241,1,255,,,,0
1522,50,0,242,1,255,,,,0
1523,50,0,243,1,255,,,,0
1524,49,0,245,1,255,,,,0
1525,49,0,244,1,255,,,,0
1526,50,0,246,1,255,,,,0
1527,55,0,247,1,255,,,,0
1528,55,0,249,1,255,,,,0
1529,190,0,0,0.7,255,,,,0
1531,65,0,0,1,255,HorseSkinZebra,,,0
1532,191,0,0,1,255,ThunderBeastSkinGreen,,,0
1533,191,0,0,0.9,255,ThunderBeastSkinGreen,,,0
1534,192,0,0,1,255,HyenaSkin,,,0
1535,192,0,0,0.8,255,HyenaSkin,,,0
1536,192,0,0,1.1,255,HyenaSkin,,,0
1537,191,0,0,0.9,255,ThunderBeastSkinRed,,,0
1538,191,0,0,1,255,ThunderBeastSkinRed,,,0
1539,191,0,0,1.1,255,ThunderBeastSkinRed,,,0
1540,191,0,0,1.1,255,ThunderBeastSkinBlue,,,0
1541,49,0,250,1,255,,,,0
1542,55,0,251,1,255,,,,0
1543,56,0,248,1,255,,,,0
1544,50,0,252,1,255,,,,0
1545,195,0,0,1,255,Helm,Rider,,0
1546,50,0,253,1,255,,,,0
1547,197,0,0,1,255,GazelleSkinBlack,,,0
1548,198,0,0,1,255,GiraffeSkinStriped,,,0
1549,2,0,0,1.2,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,0
1550,164,0,0,0.9,255,Goblin,,,0
1551,199,0,0,1,255,MonsterLure,,,0
1552,128,0,0,1,255,PirateCrewman04KulTiras,,,0
1555,199,0,0,2,255,MonsterLure,,,0
1556,199,0,0,1.5,255,MonsterLure,,,0
1557,193,0,0,1,255,SharkSkinBlue,,,0
1558,105,0,0,1.05,255,HumanMaleWarriorMediumSkinDark,,,0
1559,105,0,0,1.05,255,HumanMaleWarriorMediumSkinLight,,,0
1560,114,0,0,1,255,RabbitSkinBrown,,,0
1561,91,0,0,1,255,SilithidTankSkinGolden,,,0
1562,57,0,257,1,255,,,,0
1563,182,294,0,1.15,255,,,,0
1564,183,295,0,1.15,255,,,,0
1565,57,0,261,1,255,,,,0
1566,331,189,0,1,255,,,,0
1567,53,0,267,1,255,,,,0
1568,53,0,277,1,255,,,,0
1569,53,0,282,1,255,,,,0
1570,53,0,284,1,255,,,,0
1571,50,0,287,1,255,,,,0
1572,53,0,289,1,255,,,,0
1573,49,0,292,1,255,,,,0
1574,57,0,276,1,255,,,,0
1575,57,0,279,1,255,,,,0
1576,57,0,281,1,255,,,,0
1577,57,0,283,1,255,,,,0
1578,57,0,285,1,255,,,,0
1579,57,0,286,1,255,,,,0
1580,57,0,291,1,255,,,,0
1581,57,0,293,1,255,,,,0
1582,57,0,142,1,255,,,,0
1583,57,0,295,1,255,,,,0
1584,57,0,296,1,255,,,,0
1585,57,0,298,1,255,,,,0
1586,57,0,299,1,255,,,,0
1587,57,0,271,1,255,,,,0
1588,57,0,272,1,255,,,,0
1589,57,0,273,1,255,,,,0
1590,57,0,274,1,255,,,,0
1591,57,0,275,1,255,,,,0
1592,58,0,300,1,255,ScourgeFemaleNPC,,,0
1593,58,0,301,1,255,ScourgeFemaleNPC,,,0
1594,58,0,302,1,255,,,,0
1595,49,0,1919,1,255,,,,0
1596,53,0,304,1,255,,,,0
1597,53,0,305,1,255,,,,0
1598,53,0,306,1,255,,,,0
1599,57,0,278,1,255,,,,0
1600,57,0,288,1,255,,,,0
1601,58,0,265,1,255,,,,0
1602,57,0,290,1,255,,,,0
1603,58,0,264,1,255,,,,0
1604,57,0,294,1,255,,,,0
1605,57,0,309,1,255,,,,0
1606,57,0,311,1,255,,,,0
1607,58,0,266,1,255,ScourgeFemaleNPC,,,0
1608,54,0,307,1,255,,,,0
1609,137,0,0,1.1,255,CrocodileSkinAlbino,,,0
1610,40,0,0,0.75,255,TitanMaleSkin01,,,0
1611,49,0,314,1,255,,,,0
1612,50,0,319,1,255,,,,0
1613,49,0,312,1,255,,,,0
1614,49,0,313,1,255,,,,0
1615,50,0,317,1,255,,,,0
1616,49,0,318,1,255,,,,0
1617,49,0,316,1,255,,,,0
1618,49,0,323,1,255,,,,0
1619,51,0,325,1,255,,,,0
1620,54,0,327,1,255,,,,0
1621,49,0,328,1,255,,,,0
1622,53,0,329,1,255,,,,0
1623,53,0,332,1,255,,,,0
1624,59,0,333,1,255,,,,0
1625,53,0,336,1,255,,,,0
1626,53,0,337,1,255,,,,0
1627,53,0,338,1,255,,,,0
1628,53,0,339,1,255,,,,0
1629,53,0,341,1,255,,,,0
1630,53,0,342,1,255,,,,0
1631,57,0,263,1,255,,,,0
1632,58,0,340,1,255,,,,0
1633,58,0,326,1,255,,,,0
1634,58,0,330,1,255,,,,0
1635,57,0,344,1,255,,,,0
1636,58,0,335,1,255,,,,0
1637,58,0,321,1,255,,,,0
1638,57,0,322,1,255,,,,0
1639,58,0,343,1,255,,,,0
1640,50,0,345,1,255,,,,0
1641,49,0,347,1,255,HumanMaleCitizenLow,,,0
1642,55,0,348,1,255,,,,0
1644,57,0,352,1,255,,,,0
1645,58,0,349,1,255,,,,0
1646,57,0,354,1,255,,,,0
1647,57,0,355,1,255,,,,0
1648,57,0,356,1,255,,,,0
1649,57,0,357,1,255,,,,0
1650,53,0,360,1,255,,,,0
1651,54,0,361,1,255,,,,0
1652,51,0,362,1,255,,,,0
1653,51,0,364,1,255,,,,0
1654,51,0,365,1,255,,,,0
1655,53,0,366,1,255,,,,0
1656,53,0,367,1,255,,,,0
1657,53,0,368,1,255,,,,0
1658,50,0,370,1,255,,,,0
1659,49,0,371,1,255,,,,0
1660,57,0,373,1,255,,,,0
1661,57,0,374,1,255,,,,0
1662,49,0,376,1,255,,,,0
1663,53,0,2355,1,255,,,,0
1664,49,0,378,1,255,,,,0
1665,53,0,379,1,255,,,,0
1666,57,0,381,1,255,,,,0
1667,59,0,382,1,255,,,,0
1668,53,0,383,1,255,,,,0
1669,57,0,385,1,255,,,,0
1670,54,0,387,1,255,,,,0
1671,53,0,393,1,255,,,,0
1672,53,0,396,1,255,,,,0
1673,53,0,397,1,255,,,,0
1674,53,0,398,1,255,,,,0
1675,53,0,399,1,255,,,,0
1676,53,0,401,1,255,,,,0
1677,53,0,402,1,255,,,,0
1678,59,0,407,1,255,,,,0
1679,58,0,359,1,255,,,,0
1680,57,0,386,1,255,,,,0
1681,56,0,388,1,255,,,,0
1682,56,0,391,1,255,,,,0
1683,53,0,412,1,255,,,,0
1684,53,0,414,1,255,,,,0
1685,53,0,415,1,255,,,,0
1686,203,0,0,1,255,DragonSkin1,DragonSkin1Red,DragonSkin3,0
1687,203,0,0,1,255,DragonSkin1Blue,DragonSkin2Blue,DragonSkin3Blue,0
1688,49,0,420,1,255,,,,0
1689,49,0,421,1,255,,,,0
1690,49,0,422,1,255,,,,0
1691,50,0,423,1,255,,,,0
1692,50,0,424,1,255,,,,0
1693,156,0,0,1.25,255,FleshGolemSkin1,FleshGolemSkin2,,0
1694,49,0,434,1,255,,,,0
1695,49,0,433,1,255,,,,0
1696,49,0,334,1,255,,,,0
1697,50,0,331,1,255,,,,0
1698,204,0,0,0.75,255,TitanMaleSkin01,TitanMaleSkin02,,0
1699,49,0,435,1,255,HumanMaleCitizenLow,,,0
1700,56,0,425,1,255,,,,0
1701,55,0,426,1,255,,,,0
1702,56,0,400,1,255,,,,0
1703,55,0,395,1,255,,,,0
1704,55,0,390,1,255,,,,0
1705,56,0,431,1,255,,,,0
1706,55,0,621,1,255,,,,0
1707,56,0,389,1,255,,,,0
1708,56,0,394,1,255,,,,0
1709,55,0,403,1,255,,,,0
1710,56,0,428,1,255,,,,0
1711,55,0,432,1,255,,,,0
1712,55,0,429,1,255,,,,0
1713,49,0,436,1,255,,,,0
1714,56,0,427,1,255,,,,0
1715,49,0,437,1,255,,,,0
1716,56,0,438,1,255,,,,0
1717,56,0,404,1,255,,,,0
1718,55,0,405,1,255,,,,0
1719,56,0,406,1,255,,,,0
1720,49,0,439,1,255,,,,0
1721,56,0,369,1,255,,,,0
1722,55,0,411,1,255,,,,0
1723,56,0,380,1,255,,,,0
1724,49,0,440,1,255,,,,0
1725,55,0,375,1,255,,,,0
1726,56,0,419,1,255,,,,0
1727,56,0,413,1,255,,,,0
1728,56,0,430,1,255,,,,0
1729,55,0,410,1,255,,,,0
1730,56,0,441,1,255,,,,0
1731,49,0,442,1,255,,,,0
1732,55,0,384,1,255,,,,0
1733,56,0,372,1,255,,,,0
1734,49,0,443,1,255,,,,0
1735,51,0,444,1,255,,,,0
1736,49,0,445,1,255,,,,0
1737,49,0,446,1,255,,,,0
1738,49,0,447,1,255,,,,0
1739,49,0,448,1,255,,,,0
1740,49,0,449,1,255,,,,0
1741,49,0,450,1,255,,,,0
1742,75,0,0,0.6,255,WindSerpentSkin,WindSerpentWingSkin,,0
1743,50,0,451,1,255,,,,0
1744,34,0,0,0.75,255,RaptorSkinViolet,,,0
1745,50,0,452,1,255,,,,0
1746,34,0,0,0.75,255,RaptorSkinGrey,,,0
1747,34,0,0,0.85,255,RaptorSkinViolet,,,0
1748,49,0,453,1,255,,,,0
1749,81,0,0,0.75,255,SlimeSkinGreen,,,0
1750,56,0,454,1,255,,,,0
1751,81,0,0,0.75,255,SlimeSkinAquaBlue,,,0
1752,133,0,0,0.6,255,ThreshadonSkinSiena,,,0
1753,49,0,456,1,255,,,,0
1754,133,0,0,0.75,255,ThreshadonSkinAqua,,,0
1755,31,0,0,0.9,255,SahauginskinOrange,,,0
1756,49,0,457,1,255,,,,0
1757,55,0,455,1,255,,,,0
1758,49,0,459,1,255,,,,0
1759,185,0,460,1,255,,,,0
1760,186,0,461,1,255,,,,0
1761,31,0,0,1.1,255,SahauginskinOrange,,,0
1762,31,0,0,1,255,SahauginskinOrange,,,0
1763,31,0,0,1.5,255,SahauginskinOrange,,,0
1764,53,0,23,1,255,,,,0
1765,49,0,462,1,255,,,,0
1766,54,0,463,1,255,,,,0
1767,49,0,464,1,255,,,,0
1768,50,0,465,1,255,,,,0
1769,49,0,466,1,255,,,,0
1770,55,0,458,1,255,,,,0
1771,55,0,468,1,125,,,,0
1772,62,0,0,2,255,HydraSkinViolet,,,0
1773,31,0,0,2,255,SahauginskinOrange,,,0
1774,53,0,491,1,255,,,,0
1775,53,0,489,1,255,,,,0
1776,53,0,508,1,255,,,,0
1777,53,0,498,1,255,,,,0
1778,53,0,476,1,255,,,,0
1779,53,0,497,1,255,,,,0
1780,53,0,493,1,255,,,,0
1781,53,0,502,1,255,,,,0
1782,53,0,484,1,255,,,,0
1783,53,0,501,1,255,,,,0
1784,53,0,499,1,255,,,,0
1785,53,0,470,1,255,,,,0
1786,54,0,496,1,255,,,,0
1787,53,0,492,1,255,,,,0
1788,53,0,488,1,255,,,,0
1789,53,0,494,1,255,,,,0
1790,53,0,473,1,255,,,,0
1791,54,0,479,1,255,,,,0
1792,53,0,306,1,255,,,,0
1793,54,0,504,1,255,,,,0
1794,53,0,485,1,255,,,,0
1795,53,0,486,1,255,,,,0
1796,53,0,507,1,255,,,,0
1797,53,0,480,1,255,,,,0
1798,53,0,490,1,255,,,,0
1799,54,0,482,1,255,,,,0
1800,53,0,505,1,255,,,,0
1801,53,0,477,1,255,,,,0
1802,53,0,472,1,255,,,,0
1803,53,0,478,1,255,,,,0
1804,53,0,500,1,255,,,,0
1805,53,0,487,1,255,,,,0
1806,53,0,471,1,255,,,,0
1807,53,0,506,1,255,,,,0
1808,53,0,474,1,255,,,,0
1809,53,0,503,1,255,,,,0
1810,53,0,475,1,255,,,,0
1811,54,0,481,1,255,,,,0
1812,54,0,483,1,255,,,,0
1813,53,0,495,1,255,,,,0
1814,58,0,509,1,255,,,,0
1815,50,0,519,1,255,,,,0
1816,133,0,0,1.5,255,ThreshadonSkinGreen,,,0
1817,172,0,0,1.2,255,LobstrokPurple,,,0
1818,172,0,0,0.7,255,LobstrokRed,,,0
1819,172,0,0,0.5,255,LobstrokblueGreen,,,0
1820,53,0,522,1,255,,,,0
1821,53,0,520,1,255,,,,0
1822,53,0,525,1,255,,,,0
1823,49,0,535,1,255,,,,0
1824,207,0,0,1,255,,,,0
1825,207,0,0,1,255,Wisp,,,0
1826,49,0,539,1,255,,,,0
1827,49,0,536,1,255,HumanMaleCitizenLow,,,0
1828,58,0,528,1,255,,,,0
1829,57,0,530,1,255,,,,0
1830,49,0,537,1,255,HumanMaleCitizenLow,,,0
1831,57,0,532,1,255,,,,0
1832,182,0,510,1,255,,,,0
1833,49,0,540,1,255,HumanMaleCitizenLow,,,0
1834,53,0,511,1,255,,,,0
1835,53,0,521,1,255,,,,0
1836,51,0,534,1,255,,,,0
1837,53,0,514,1,255,,,,0
1838,57,0,531,1,255,,,,0
1839,54,0,533,1,255,,,,0
1840,50,0,538,1,255,,,,0
1841,54,0,1696,1,255,,,,0
1842,50,0,518,1,255,,,,0
1843,54,0,527,1,255,,,,0
1844,53,0,515,1,255,,,,0
1845,53,0,516,1,255,,,,0
1846,53,0,524,1,255,,,,0
1847,53,0,523,1,255,,,,0
1848,53,0,513,1,255,,,,0
1849,53,0,529,1,255,,,,0
1850,54,0,526,1,255,,,,0
1851,53,0,541,1,255,,,,0
1852,54,0,542,1,255,,,,0
1853,50,0,469,1,255,,,,0
1854,55,0,543,1,255,,,,0
1855,50,0,544,1,255,,,,0
1856,50,0,545,1,255,,,,0
1857,50,0,546,1,255,,,,0
1858,49,0,547,1,255,,,,0
1859,49,0,548,1,255,,,,0
1860,49,0,549,1,255,,,,0
1861,49,0,550,1,255,,,,0
1862,50,0,551,1,255,,,,0
1863,49,0,552,1,255,,,,0
1864,49,0,553,1,255,,,,0
1865,49,0,554,1,255,,,,0
1866,51,0,555,1,255,,,,0
1867,51,0,556,1,255,,,,0
1868,52,0,557,1,255,,,,0
1869,51,0,558,1,255,,,,0
1870,51,0,559,1,255,,,,0
1871,51,0,560,1,255,,,,0
1872,51,0,561,1,255,,,,0
1873,30,0,0,0.7,255,MineSpiderSkinOlive,,,0
1874,52,0,2146,1,255,,,,0
1875,52,0,563,1,255,,,,0
1876,51,0,564,1,255,,,,0
1877,51,0,565,1,255,,,,0
1878,52,0,570,1,255,,,,0
1879,52,0,571,1,255,,,,0
1880,51,0,566,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,0
1881,51,0,574,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,0
1882,186,0,567,1,255,,,,0
1883,51,0,572,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,0
1884,51,0,569,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,0
1885,51,0,575,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,0
1886,51,0,568,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,0
1887,123,0,0,1,255,ShadowHideGnollFighterSkin,,,0
1888,122,0,0,0.9,255,ShadowHideGnollCasterSkin,,,0
1889,182,0,320,1,255,,,,0
1890,183,0,577,1,255,,,,0
1891,53,0,578,1,255,,,,0
1892,53,0,579,1,255,,,,0
1893,53,0,580,1,255,,,,0
1894,53,0,581,1,255,,,,0
1895,55,0,586,1,255,,,,0
1896,55,0,583,1,255,,,,0
1897,186,0,2341,1,255,,,,0
1898,55,0,587,1,255,,,,0
1899,55,0,589,1,255,,,,0
1900,50,0,595,1,255,,,,0
1901,49,0,596,1,255,HumanMaleCitizenLow,,,0
1902,128,0,0,1,255,PirateCrewman03,,,0
1903,128,0,0,1,255,PirateCrewman02,,,0
1904,59,0,593,1,255,,,,0
1905,60,0,597,1,255,,,,0
