ID,PrecastKit,CastKit,ImpactKit,StateKit,ChannelKit,HasMissile,MissileModel,MissilePathType,MissileDestinationAttachment,MissileSound,HasAreaEffect,AreaModel,AreaKit,AnimEventSoundID,WeaponTrailRed,WeaponTrailGreen,WeaponTrailBlue,WeaponTrailAlpha,WeaponTrailFadeoutRate,WeaponTrailDuration
786,0,0,420,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,1000
787,266,267,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,1000
788,0,341,0,293,402,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
789,0,539,220,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
790,266,425,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,60,61,608,767,0,0,0,0,1,0,1,257,695,0,-1,-1,-1,-1,0,1000
792,0,517,330,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
793,0,855,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0,213,0,0,1,365,0,2,0,0,0,0,0,-1,-1,-1,-1,0,1000
795,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,856,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
797,217,218,828,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
798,0,857,843,691,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
799,60,859,501,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
800,0,726,117,564,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
801,0,517,220,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
802,0,517,220,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
803,0,539,720,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
804,0,279,860,0,0,0,0,0,0,0,1,565,0,0,-1,-1,-1,-1,0,1000
