ID,Text,Language
4288,\<hashish\>,2
4289,\<lesbo\>,2
4290,\<lsd\>,2
4291,\<marijuana\>,2
4292,\<necrophil,2
4293,\<onanism\>,2
4294,\<opium\>,2
4295,\<orgasm\>,2
4296,\<pcp\>,2
4297,\<pedophile\>,2
4299,\<penis,2
4300,\<porn\>,2
4301,\<priapism\>,2
4302,\<rohypnol\>,2
4303,\<scrotum,2
4304,\<sexmachine\>,2
4305,tampon,2
4306,sphincter,2
4307,sperm,2
4308,bukkake,2
4309,bukakke,2
4310,bukake,2
4311,\<hentai\>,2
4312,\<ganja\>,2
4313,\<fellatio,2
4314,\<goebbels\>,2
4315,\<himmler\>,2
4316,\<hitler\>,2
4317,\<gmworkers\>,2
4318,\<thsale\>,2
4319,\<offgamers\>,2
4320,\<mysupersales\>,2
4321,\<igxe\>,2
4322,\<ezgaming\>,2
4323,\<itembay\>,2
4324,\<zlywy\>,2
4325,\<wowsupplier\>,2
4326,\<GMworker\>,2
4327,\<Offgamers\>,2
4328,\<Mysupersales\>,2
4329,\<Ezgaming\>,2
4340,\<analbürste\>,3
4355,\<arse\>,3
4356,\<arsehole\>,3
4357,\<aryan\>,3
4361,\<ausländer,3
4363,\<bahnhofsbücker\>,3
4366,\<behämmert\>,3
4370,\<bettnässer\>,3
4379,\<bumsbrötchen\>,3
4385,\<cann[aio]bis\>,3
4386,\<cocaine\>,3
4387,\<cocksucker\>,3
4388,\<dämlack\>,3
4389,\<dämlich,3
4390,\<darmdübel\>,3
4394,\<dickschädel\>,3
4395,\<dildo\>,3
4398,\<dödel\>,3
4403,\<dösbattl\>,3
4404,\<döskopf\>,3
4408,\<dummdödel\>,3
4411,\<dummschwätzer\>,3
4417,\<durchvögeln\>,3
4419,\<eichelkäse\>,3
4420,\<eierbär>,3
4423,\<eitergeschwür\>,3
4434,\<fettkloß>,3
4446,\<fickkrüppel\>,3
4460,\<fotzenbär>,3
4466,\<freudenmädchen\>,3
4469,\<fuck\>,3
4483,\<geschmeiß>,3
4489,\<gestörter\>,3
4496,\<großkotz\>,3
4497,\<großmaul\>,3
4505,\<hängetitten?\>,3
4509,\<heroin\>,3
4520,\<homo\>,3
4525,\<höschen\>,3
4527,\<hosenscheißer\>,3
4529,\<hühnerficker\>,3
4540,\<jap\>,3
4559,\<käskopf\>,3
4580,\<kölschpisser\>,3
4588,\<krüppel\>,3
4590,\<kümmeltürke\>,3
4600,\<lsd\>,3
4602,\<lümmeltütenlutscher\>,3
4610,\<mätresse\>,3
4615,\<miststück\>,3
4616,\<modermöse\>,3
4619,\<möhse\>,3
4620,\<möse\>,3
4621,\<mösen\>,3
4632,\<natzi\>,3
4633,\<nazi,3
4636,\<negroid\>,3
4638,\<nigga,3
4639,\<nigger,3
4649,\<penis,3
4671,\<porn\>,3
4673,\<pr[o0]n\>,3
4686,\<quälen\>,3
4704,\<saublöd\>,3
4714,\<scheiß>,3
4715,\<scheißaufen\>,3
4716,\<scheißdreck\>,3
4717,\<scheißefresser\>,3
4719,\<scheißer\>,3
4722,\<scheißkerl\>,3
4724,\<scheißloch\>,3
4754,\<seifenbücker\>,3
4763,\<sh[ie][ie]thead\>,3
4764,\<shit,3
4779,\<standgebläse\>,3
4784,\<stinkmöse\>,3
4791,\<stümmel\>,3
4802,\<türke\>,3
4803,\<vagina,3
4805,\<vaginalausfluss>,3
4813,\<viagra\>,3
4838,asshole,3
4839,bukake,3
4840,bukakke,3
4841,bukkake,3
4845,gangbang,3
4846,krüppel,3
4847,möhse,3
4848,nigga\>,3
4849,nigger\>,3
4850,penis\>,3
4851,shit\>,3
4852,sperm,3
4853,whore,3
4854,\<rohypnol\>,4
4855,\<rugmunch,4
4856,nig+er\>,4
4857,\<scrotum,4
4858,\<semen\>,4
4859,\<sexmachine\>,4
4860,\<slut\>,4
4861,\<slutmuffin\>,4
4862,\<smegma\>,4
4863,\<spanishfly\>,4
4864,\<spics\>,4
4865,\<squarehead\>,4
4866,\<stfu\>,4
4867,\<strapon\>,4
4868,\<talliwhacker\>,4
4869,\<tards\>,4
4870,\<teabagging\>,4
4871,\<throbknobbin\>,4
4872,\<thunderfuck\>,4
4873,\<tirdburglar,4
4874,\<turdburglars\>,4
4875,\<twatlick,4
4876,\<twats\>,4
4877,\<twatsuck,4
4878,\<viagra\>,4
4879,\<whop\>,4
4880,\<zoophilia\>,4
4881,\<fagg[aeiouy]t,4
4882,\<pillowbiter,4
4883,\<poohstab,4
4884,\<cunnilingus\>,4
4885,\<dildo\>,4
4886,\<heeb\>,4
4887,\<kike\>,4
4888,\<mudshark,4
4889,\<mooley\>,4
4890,\<nig+a,4
4891,\<jap\>,4
4892,feltch,4
4893,\<homos\>,4
4894,\<tittie,4
4895,\<tits\>,4
4896,\<slamhound,4
4897,\<gutterslut\>,4
4898,\<cumguz,4
4899,\<injun\>,4
4900,\<gooch\>,4
4901,bong,4
4902,\<pothead,4
4903,shit,4
4904,\<twat\>,4
4905,\<assface\>,4
4906,\<nosecandy\>,4
4907,\<towelhead\>,4
4908,\<fudgepacker\>,4
4909,\<assmaster\>,4
4910,\<ejaculate\>,4
4911,\<milf\>,4
4912,\<rumprang,4
4913,\<spic\>,4
4914,\<spick,4
4915,wetback,4
4916,\<queef,4
4917,\<nig\>,4
4918,fagg[aeiouy]t\>,4
4919,\<rapist\>,4
4920,\<gook\>,4
4921,\<polesmok,4
4922,\<cracksmoker,4
4923,\<jism\>,4
4924,\<dingleberry\>,4
4925,\<mooncricket,4
4926,\<assman\>,4
4927,\<spearchuck,4
4928,\<hardon\>,4
4929,\<stiffy\>,4
4930,\<cumstain,4
4931,\<dunecoon\>,4
4932,\<buttfloss\>,4
4933,\<peckertracks\>,4
4934,\<cornhole\>,4
4935,\<wop\>,4
4936,\<cock\>,4
4937,\<asspound,4
4938,\<buttboy,4
4939,\<sploog,4
4940,\<meatsword\>,4
4941,\<skinbat,4
4942,\<asshole,4
4943,\<zipperhead\>,4
4944,\<porchmonk,4
4945,\<junglebunny\>,4
4946,\<jizz\>,4
4947,\<africoon\>,4
4948,\<aidsbearer\>,4
4949,\<analcumdrip\>,4
4950,\<analdoctor\>,4
4951,\<aperape\>,4
4952,\<assbandit\>,4
4953,\<assbasher\>,4
4954,\<asshunter\>,4
4955,\<asskiss,4
4956,\<asslick,4
4957,\<assram,4
4958,\<assrape,4
4959,\<biotch\>,4
4960,\<blackanese\>,4
4961,\<blaxican\>,4
4962,\<blowjob\>,4
4963,\<blueball\>,4
4964,\<bonch\>,4
4965,\<boners\>,4
4966,nig+a\>,4
4967,\<bullshirt\>,4
4968,\<buttbang\>,4
4969,\<buttfucker,4
4970,\<buttlick,4
4971,\<buttmonkey\>,4
4972,\<buttmunch,4
4973,\<buttnugget,4
4974,\<buttslam,4
4975,\<buttstain\>,4
4976,\<cameljockey\>,4
4977,\<cann[aio]bis\>,4
4978,\<carpetmuncher,4
4979,\<cheapwhore\>,4
4980,\<chinawhite\>,4
4981,\<chinko\>,4
4982,\<choad\>,4
4983,\<circlejerk\>,4
4984,\<circumcise\>,4
4985,\<cocaine\>,4
4986,\<cocksucker\>,4
4987,\<coon\>,4
4988,\<cracka\>,4
4989,\<crackerass,4
4990,\<crackpipe,4
4991,\<creamtits\>,4
4992,\<crystalmeth\>,4
4993,\<cumboy,4
4994,\<cumbubble,4
4995,\<cumbucket\>,4
4996,\<cumcatcher,4
4997,\<cumdumpster,4
4998,\<cumeater\>,4
4999,\<cumm\>,4
5000,\<cumonmyface\>,4
5001,\<cums\>,4
5002,\<cumshooter,4
5003,\<cumshot,4
5004,\<cumslot,4
5005,\<dankhoe\>,4
5006,\<danknugg,4
5007,\<hashish\>,4
5008,\<heroin\>,4
5009,\<holywanker\>,4
5010,\<honkey\>,4
5011,\<hornytauren\>,4
5012,\<hotslut\>,4
5013,\<hymen\>,4
5014,\<jackoff\>,4
5015,\<kikes\>,4
5016,\<kunt\>,4
5017,\<lesbo\>,4
5018,\<longusdongus\>,4
5019,\<lsd\>,4
5020,\<mangina\>,4
5021,\<mansatchel\>,4
5022,\<marijuana\>,4
5023,\<mast[eu]rbat,4
5024,\<meth\>,4
5025,\<mooby\>,4
5026,\<morningwood\>,4
5027,\<monstercock,4
5028,\<moulie\>,4
5029,\<muffdiver,4
5030,\<natzi\>,4
5031,\<necrophil,4
5032,\<negrolicious\>,4
5033,\<negromancer\>,4
5034,\<nicklebag\>,4
5035,\<niglet,4
5036,\<nignog\>,4
5037,\<nigs\>,4
5038,\<oface\>,4
5039,\<onanism\>,4
5040,\<opium\>,4
5041,\<orgasm\>,4
5042,\<pcp\>,4
5043,\<pedophile\>,4
5044,\<penis,4
5045,\<phugface\>,4
5046,\<pikajew\>,4
5047,\<poontang\>,4
5048,\<porn\>,4
5049,\<priapism\>,4
5050,\<pr[o0]n\>,4
5051,\<pudendum\>,4
5052,\<pussyfart,4
5053,\<pussylick,4
5054,\<pussystomp,4
5055,\<puto\>,4
5056,\<quaaludes\>,4
5057,\<queers\>,4
5058,\<qweef\>,4
5059,\<raghead\>,4
5060,\<reefer\>,4
5061,\<reggin\>,4
5062,\<rimjob\>,4
5063,\<gizz\>,4
5064,\<cooze\>,4
5065,\<cumming\>,4
5066,\<boner\>,4
5067,\<homo\>,4
5068,\<buttpirate,4
5069,\<titty,4
5070,\<poostab,4
5071,fuck,4
5072,\<kkk\>,4
5073,\<nazi,4
5074,\<ass\>,4
5075,bia?ts?ch,4
5076,\<clit,4
5077,\<cum\>,4
5078,\<cunt,4
5079,\<nig+er,4
5080,penis\>,4
5081,whore,4
5082,yuckfu,4
5083,yuckfou,4
5084,transvestite,4
5085,transsexual,4
5086,testicle,4
5087,tampon,4
5088,sphincter,4
5089,sperm,4
5090,phuck,4
5091,gangbang,4
5092,felch,4
5093,bukkake,4
5094,bukakke,4
5095,bukake,4
5096,\<vagina,4
5097,\<twaty\>,4
5098,\<twatty\>,4
5099,\<turbanhead,4
5100,\<titsnass\>,4
5101,\<titnass\>,4
5102,\<sh[ie][ie]thead\>,4
5103,\<peckerwood\>,4
5104,\<negroid\>,4
5105,\<mooncricket\>,4
5106,\<kyke,4
5107,\<jigg,4
5108,\<jerkoff\>,4
5109,\<hentai\>,4
5110,\<gringo\>,4
5111,\<goddamn,4
5112,\<gizm\>,4
5113,\<gism\>,4
5114,\<ganja\>,4
5115,\<GMworker\>,4
5116,\<Offgamers\>,4
5117,\<Mysupersales\>,4
5118,\<Ezgaming\>,4
5119,\<itembay\>,4
5120,\<zlywy\>,4
5121,\<wowsupplier\>,4
5122,\<gmworkers\>,4
5123,\<thsale\>,4
5124,\<offgamers\>,4
5125,\<mysupersales\>,4
5126,\<igxe\>,4
5127,\<ezgaming\>,4
5128,\<whitti?ey?\>,4
5129,\<fellatio,4
5130,\<fawk,4
5131,\<dimebag\>,4
5132,\<dickholster\>,4
5133,\<diaperhead\>,4
5134,\<cunny\>,4
5135,\<bustanut\>,4
5136,\<asshat\>,4
5137,\<aryan\>,4
5138,\<arsehole\>,4
5139,\<arse\>,4
5140,\<americunt\>,4
5141,\<alphanigg,4
5142,\<aggin\>,4
5143,\<aftercum\>,4
5401,游戏道,4
5402,我有网,4
5403,whoyo,4
5404,魔兽金币,4
5405,金币网,4
5406,魔兽金库,4
5407,jinku,4
5408,32283,4
5409,71776,4
5410,wow520,4
5411,yeeplay,4
5412,wow711,4
5413,wowcaifu,4
5414,olgad,4
5415,qeeloo,4
5416,50zhou,4
5417,58jb,4
5418,易玩网,4
5419,新视野工作室,4
5420,奇乐网,4
5421,wowassist,4
5422,68wow,4
5423,雨星网,4
5424,onhave,4
5425,上有网,4
5426,卡卡金币,4
5427,kakajb,4
5428,39CK,4
5429,39仓Ku,4
5430,互友财富,4
5431,988wow,4
5432,wowbank,4
5433,tianxungame,4
5434,ucdao,4
5435,wowjingye,4
5436,玖玖金币,4
5437,9JBW,4
5438,zhicheng163,4
5439,wangyou99,4
5440,网游久久金币,4
5441,yifeng,4
5442,985985,4
5443,gamemy,4
5444,zirui,4
5445,64yl,4
5446,龙腾工作室,4
5447,紫瑞专业,4
5448,代练,4
5449,\<rohypnol\>,5
5450,\<rugmunch,5
5451,nig+er\>,5
5452,\<scrotum,5
5453,\<semen\>,5
5454,\<sexmachine\>,5
5455,\<slut\>,5
5456,\<slutmuffin\>,5
5457,\<smegma\>,5
5458,\<spanishfly\>,5
5459,\<spics\>,5
5460,\<squarehead\>,5
5461,\<stfu\>,5
5462,\<strapon\>,5
5463,\<talliwhacker\>,5
5464,\<tards\>,5
5465,\<teabagging\>,5
5466,\<throbknobbin\>,5
5467,\<thunderfuck\>,5
5468,\<tirdburglar,5
5469,\<turdburglars\>,5
5470,\<twatlick,5
5471,\<twats\>,5
5472,\<twatsuck,5
5473,\<viagra\>,5
5474,\<whop\>,5
5475,\<zoophilia\>,5
5476,\<fagg[aeiouy]t,5
5477,\<pillowbiter,5
5478,\<poohstab,5
5479,\<cunnilingus\>,5
5480,\<dildo\>,5
5481,\<heeb\>,5
5482,\<kike\>,5
5483,\<mudshark,5
5484,\<mooley\>,5
5485,\<nig+a,5
5486,\<jap\>,5
5487,feltch,5
5488,\<homos\>,5
5489,\<tittie,5
5490,\<tits\>,5
5491,\<slamhound,5
5492,\<gutterslut\>,5
5493,\<cumguz,5
5494,\<injun\>,5
5495,\<gooch\>,5
5496,bong,5
5497,\<pothead,5
5498,shit,5
5499,\<twat\>,5
5500,\<assface\>,5
5501,\<nosecandy\>,5
5502,\<towelhead\>,5
5503,\<fudgepacker\>,5
5504,\<assmaster\>,5
5505,\<ejaculate\>,5
5506,\<milf\>,5
5507,\<rumprang,5
5508,\<spic\>,5
5509,\<spick,5
5510,wetback,5
5511,\<queef,5
5512,\<nig\>,5
5513,fagg[aeiouy]t\>,5
5514,\<rapist\>,5
5515,\<gook\>,5
5516,\<polesmok,5
5517,\<cracksmoker,5
5518,\<jism\>,5
5519,\<dingleberry\>,5
5520,\<mooncricket,5
5521,\<assman\>,5
5522,\<spearchuck,5
5523,\<hardon\>,5
5524,\<stiffy\>,5
5525,\<cumstain,5
5526,\<dunecoon\>,5
5527,\<buttfloss\>,5
5528,\<peckertracks\>,5
5529,\<cornhole\>,5
5530,\<wop\>,5
5531,\<cock\>,5
5532,\<asspound,5
5533,\<buttboy,5
5534,\<sploog,5
5535,\<meatsword\>,5
5536,\<skinbat,5
5537,\<asshole,5
5538,\<zipperhead\>,5
5539,\<porchmonk,5
5540,\<junglebunny\>,5
5541,\<jizz\>,5
5542,\<africoon\>,5
5543,\<aidsbearer\>,5
5544,\<analcumdrip\>,5
5545,\<analdoctor\>,5
5546,\<aperape\>,5
5547,\<assbandit\>,5
5548,\<assbasher\>,5
5549,\<asshunter\>,5
5550,\<asskiss,5
5551,\<asslick,5
5552,\<assram,5
5553,\<assrape,5
5554,\<biotch\>,5
5555,\<blackanese\>,5
5556,\<blaxican\>,5
5557,\<blowjob\>,5
5558,\<blueball\>,5
5559,\<bonch\>,5
5560,\<boners\>,5
5561,nig+a\>,5
5562,\<bullshirt\>,5
5563,\<buttbang\>,5
5564,\<buttfucker,5
5565,\<buttlick,5
5566,\<buttmonkey\>,5
5567,\<buttmunch,5
5568,\<buttnugget,5
5569,\<buttslam,5
5570,\<buttstain\>,5
5571,\<cameljockey\>,5
5572,\<cann[aio]bis\>,5
5573,\<carpetmuncher,5
5574,\<cheapwhore\>,5
5575,\<chinawhite\>,5
5576,\<chinko\>,5
5577,\<choad\>,5
5578,\<circlejerk\>,5
5579,\<circumcise\>,5
5580,\<cocaine\>,5
5581,\<cocksucker\>,5
5582,\<coon\>,5
5583,\<cracka\>,5
5584,\<crackerass,5
5585,\<crackpipe,5
5586,\<creamtits\>,5
5587,\<crystalmeth\>,5
5588,\<cumboy,5
5589,\<cumbubble,5
5590,\<cumbucket\>,5
5591,\<cumcatcher,5
5592,\<cumdumpster,5
5593,\<cumeater\>,5
5594,\<cumm\>,5
5595,\<cumonmyface\>,5
5596,\<cums\>,5
5597,\<cumshooter,5
5598,\<cumshot,5
5599,\<cumslot,5
5600,\<dankhoe\>,5
5601,\<danknugg,5
5602,\<hashish\>,5
5603,\<heroin\>,5
5604,\<holywanker\>,5
5605,\<honkey\>,5
5606,\<hornytauren\>,5
5607,\<hotslut\>,5
5608,\<hymen\>,5
5609,\<jackoff\>,5
5610,\<kikes\>,5
5611,\<kunt\>,5
5612,\<lesbo\>,5
5613,\<longusdongus\>,5
5614,\<lsd\>,5
5615,\<mangina\>,5
5616,\<mansatchel\>,5
5617,\<marijuana\>,5
5618,\<mast[eu]rbat,5
5619,\<meth\>,5
5620,\<mooby\>,5
5621,\<morningwood\>,5
5622,\<monstercock,5
5623,\<moulie\>,5
5624,\<muffdiver,5
5625,\<natzi\>,5
5626,\<necrophil,5
5627,\<negrolicious\>,5
5628,\<negromancer\>,5
5629,\<nicklebag\>,5
5630,\<niglet,5
5631,\<nignog\>,5
5632,\<nigs\>,5
5633,\<oface\>,5
5634,\<onanism\>,5
5635,\<opium\>,5
5636,\<orgasm\>,5
5637,\<pcp\>,5
5638,\<pedophile\>,5
5639,\<penis,5
5640,\<phugface\>,5
5641,\<pikajew\>,5
5642,\<poontang\>,5
5643,\<porn\>,5
5644,\<priapism\>,5
5645,\<pr[o0]n\>,5
5646,\<pudendum\>,5
5647,\<pussyfart,5
5648,\<pussylick,5
5649,\<pussystomp,5
5650,\<puto\>,5
5651,\<quaaludes\>,5
5652,\<queers\>,5
5653,\<qweef\>,5
5654,\<raghead\>,5
5655,\<reefer\>,5
5656,\<reggin\>,5
5657,\<rimjob\>,5
5658,\<gizz\>,5
5659,\<cooze\>,5
5660,\<cumming\>,5
5661,\<boner\>,5
5662,\<homo\>,5
5663,\<buttpirate,5
5664,\<titty,5
5665,\<poostab,5
5666,fuck,5
5667,\<kkk\>,5
5668,\<nazi,5
5669,\<ass\>,5
5670,bia?ts?ch,5
5671,\<clit,5
5672,\<cum\>,5
5673,\<cunt,5
5674,\<nig+er,5
5675,penis\>,5
5676,whore,5
5677,yuckfu,5
5678,yuckfou,5
5679,transvestite,5
5680,transsexual,5
5681,testicle,5
5682,tampon,5
5683,sphincter,5
5684,sperm,5
5685,phuck,5
5686,gangbang,5
5687,felch,5
5688,bukkake,5
5689,bukakke,5
5690,bukake,5
5691,\<vagina,5
5692,\<twaty\>,5
5693,\<twatty\>,5
5694,\<turbanhead,5
5695,\<titsnass\>,5
5696,\<titnass\>,5
5697,\<sh[ie][ie]thead\>,5
5698,\<peckerwood\>,5
5699,\<negroid\>,5
5700,\<mooncricket\>,5
5701,\<kyke,5
5702,\<jigg,5
5703,\<jerkoff\>,5
5704,\<hentai\>,5
5705,\<gringo\>,5
5706,\<goddamn,5
5707,\<gizm\>,5
5708,\<gism\>,5
5709,\<ganja\>,5
5710,\<GMworker\>,5
5711,\<Offgamers\>,5
5712,\<Mysupersales\>,5
5713,\<Ezgaming\>,5
5714,\<itembay\>,5
5715,\<zlywy\>,5
5716,\<wowsupplier\>,5
5717,\<gmworkers\>,5
5718,\<thsale\>,5
5719,\<offgamers\>,5
5720,\<mysupersales\>,5
5721,\<igxe\>,5
5722,\<ezgaming\>,5
5723,\<whitti?ey?\>,5
5724,\<fellatio,5
5725,\<fawk,5
5726,\<dimebag\>,5
5727,\<dickholster\>,5
5728,\<diaperhead\>,5
5729,\<cunny\>,5
5730,\<bustanut\>,5
5731,\<asshat\>,5
5732,\<aryan\>,5
5733,\<arsehole\>,5
5734,\<arse\>,5
5735,\<americunt\>,5
5736,\<alphanigg,5
5737,\<aggin\>,5
5738,\<aftercum\>,5
5739,國民黨,5
5740,親民黨,5
5741,民進黨,5
5742,台聯黨,5
5743,台獨,5
5744,台灣獨立,5
5745,陳水扁,5
5746,呂秀蓮,5
5747,宋楚瑜,5
5748,李登輝,5
5749,連戰,5
5750,馬英九,5
5751,謝長廷,5
5752,王俊博,5
5753,林榮一,5
5754,外挂,5
5755,外•挂,5
5756,外••挂,5
5757,外@挂,5
5758,外@@挂,5
5759,外~~挂,5
5760,外$挂,5
5761,私服,5
5762,狗屁,5
5763,淫秽,5
5764,阴部,5
5765,阴道,5
5766,屁股,5
5767,操逼,5
5768,军妓,5
5769,卖淫,5
5770,阴唇,5
5771,骚货,5
5772,强奸,5
5773,阴毛,5
5774,轮奸,5
5775,叫床,5
5776,妓院,5
5777,奶子,5
5778,花柳,5
5779,爱滋,5
5780,淫水,5
5781,打炮,5
5782,龟头,5
5783,乳房,5
5784,妓女,5
5785,嫖客,5
5786,吹箫,5
5787,包皮,5
5788,月经,5
5789,荡妇,5
5790,放荡,5
5791,婊子,5
5792,招妓,5
5793,他妈的,5
5794,王八蛋,5
5795,性无能,5
5796,婊子养的,5
5797,狗狼养的,5
5798,操你奶奶,5
5799,操你妈,5
5800,傻逼,5
5801,乳交,5
5802,做爱,5
5803,傻B,5
5804,卵子,5
5805,口交,5
5806,外··挂,5
5807,外·挂,5
5808,射精,5
5809,屄,5
5810,屌,5
5811,性交,5
5812,情兽,5
5813,我操,5
5814,操你,5
5815,日你妈,5
5816,淫荡,5
5817,淫魔,5
5818,游戏管理员,5
5819,精子,5
5820,精液,5
5821,精童欲女,5
5822,肛交,5
5823,骚逼,5
5824,智凡迪,5
5825,遊戲新幹線,5
5826,新幹線,5
5827,遊戲新斷線,5
5828,新斷線,5
5829,智冠,5
5830,幹,5
5831,幹你,5
5832,幹妳,5
5833,操,5
5834,操妳,5
5835,肏,5
5836,欠幹,5
5837,姦,5
5838,媽的,5
5839,打砲,5
5840,雞八,5
5841,雞巴,5
5842,雞雞,5
5843,小穴,5
5844,懶叫,5
5845,吃屎,5
5846,吃大便,5
5847,淫,5
5848,淫蕩,5
5849,淫賤,5
5850,賤,5
5851,婊,5
5852,哭夭,5
5853,哭么,5
5854,靠夭,5
5855,靠么,5
5856,官方,5
5857,做愛,5
5858,打手槍,5
5859,陰蒂,5
5860,陰道,5
5861,睪丸,5
5862,精水,5
5863,勃起,5
5864,精蟲,5
5865,早洩,5
5866,陽萎,5
5867,強姦,5
5868,強暴,5
5869,陰莖,5
5870,仆,5
5871,草枝麻,5
5872,草芝麻,5
5873,屁眼,5
5874,陽具,5
5875,乳頭,5
5876,奶頭,5
5877,魔獸幣,5
5878,賣幣,5
5879,代練,5
5880,雞掰,5
5881,臺幣,5
5882,現貨,5
5883,遊戲幣,5
5884,匯款,5
5885,台幣,5
5886,低價金幣,5
5887,購金,5
5888,魔幣,5
5889,賣月卡,5
5890,買月卡,5
5891,買幣,5
5893,智障,5
5895,操你媽的,5
5896,\<africoon\>,1
5897,\<aftercum\>,1
5898,\<aggin\>,1
5899,\<aidsbearer\>,1
5900,\<alphanigg,1
5901,\<americunt\>,1
5902,\<analcumdrip\>,1
5903,\<analdoctor\>,1
5904,\<aperape\>,1
5905,\<arse\>,1
5906,\<arsehole\>,1
5907,\<aryan\>,1
5908,\<ass\>,1
5909,\<assbandit\>,1
5910,\<assbasher\>,1
5911,\<assface\>,1
5912,\<asshat\>,1
5913,\<asshole,1
5914,\<asshunter\>,1
5915,\<asskiss,1
5916,\<asslick,1
5917,\<assman\>,1
5918,\<assmaster\>,1
5919,\<asspound,1
5920,\<assram,1
5921,\<assrape,1
5922,\<biotch\>,1
5923,\<blackanese\>,1
5924,\<blaxican\>,1
5925,\<blowjob\>,1
5926,\<blueball\>,1
5927,\<bonch\>,1
5928,\<boner\>,1
5929,\<boners\>,1
5930,\<bullshirt\>,1
5931,\<bustanut\>,1
5932,\<buttbang\>,1
5933,\<buttboy,1
5934,\<buttfloss\>,1
5935,\<buttfucker,1
5936,\<buttlick,1
5937,\<buttmonkey\>,1
5938,\<buttmunch,1
5939,\<buttnugget,1
5940,\<buttpirate,1
5941,\<buttslam,1
5942,\<buttstain\>,1
5943,\<cameljockey\>,1
5944,\<cann[aio]bis\>,1
5945,\<carpetmuncher,1
5946,\<cheapwhore\>,1
5947,\<chinawhite\>,1
5948,\<chinko\>,1
5949,\<choad\>,1
5950,\<circlejerk\>,1
5951,\<circumcise\>,1
5952,\<clit,1
5953,\<cocaine\>,1
5954,\<cock\>,1
5955,\<cocksucker\>,1
5956,\<coon\>,1
5957,\<cooze\>,1
5958,\<cornhole\>,1
5959,\<cracka\>,1
5960,\<crackerass,1
5961,\<crackpipe,1
5962,\<cracksmoker,1
5963,\<creamtits\>,1
5964,\<crystalmeth\>,1
5965,\<cum\>,1
5966,\<cumboy,1
5967,\<cumbubble,1
5968,\<cumbucket\>,1
5969,\<cumcatcher,1
5970,\<cumdumpster,1
5971,\<cumeater\>,1
5972,\<cumguz,1
5973,\<cumm\>,1
5974,\<cumming\>,1
5975,\<cumonmyface\>,1
5976,\<cums\>,1
5977,\<cumshooter,1
5978,\<cumshot,1
5979,\<cumslot,1
5980,\<cumstain,1
5981,\<cunnilingus\>,1
5982,\<cunny\>,1
5983,\<cunt,1
5984,\<dankhoe\>,1
5985,\<danknugg,1
5986,\<diaperhead\>,1
5987,\<dickholster\>,1
5988,\<dildo\>,1
5989,\<dimebag\>,1
5990,\<dingleberry\>,1
5991,\<dunecoon\>,1
5992,\<ejaculate\>,1
5993,\<Ezgaming\>,1
5994,\<ezgaming\>,1
5995,\<fagg[aeiouy]t,1
5996,\<fawk,1
5997,\<fellatio,1
5998,\<fudgepacker\>,1
5999,\<ganja\>,1
6000,\<gism\>,1
6001,\<gizm\>,1
6002,\<gizz\>,1
6003,\<GMworker\>,1
6004,\<gmworkers\>,1
6005,\<goddamn,1
6006,\<gooch\>,1
6007,\<gook\>,1
6008,\<gringo\>,1
6009,\<gutterslut\>,1
6010,\<hardon\>,1
6011,\<hashish\>,1
6012,\<heeb\>,1
6013,\<hentai\>,1
6014,\<heroin\>,1
6015,\<holywanker\>,1
6016,\<homo\>,1
6017,\<homos\>,1
6018,\<honkey\>,1
6019,\<hornytauren\>,1
6020,\<hotslut\>,1
6021,\<hymen\>,1
6022,\<igxe\>,1
6023,\<injun\>,1
6024,\<itembay\>,1
6025,\<jackoff\>,1
6026,\<jap\>,1
6027,\<jerkoff\>,1
6028,\<jigg,1
6029,\<jism\>,1
6030,\<jizz\>,1
6031,\<junglebunny\>,1
6032,\<kike\>,1
6033,\<kikes\>,1
6034,\<kkk\>,1
6035,\<kunt\>,1
6036,\<kyke,1
6037,\<lesbo\>,1
6038,\<longusdongus\>,1
6039,\<lsd\>,1
6040,\<mangina\>,1
6041,\<mansatchel\>,1
6042,\<marijuana\>,1
6043,\<mast[eu]rbat,1
6044,\<meatsword\>,1
6045,\<meth\>,1
6046,\<milf\>,1
6047,\<monstercock,1
6048,\<mooby\>,1
6049,\<mooley\>,1
6050,\<mooncricket,1
6051,\<mooncricket\>,1
6052,\<morningwood\>,1
6053,\<moulie\>,1
6054,\<mudshark,1
6055,\<muffdiver,1
6056,\<Mysupersales\>,1
6057,\<mysupersales\>,1
6058,\<natzi\>,1
6059,\<nazi,1
6060,\<necrophil,1
6061,\<negroid\>,1
6062,\<negrolicious\>,1
6063,\<negromancer\>,1
6064,\<nicklebag\>,1
6065,\<nig+a,1
6066,\<nig+er,1
6067,\<nig\>,1
6068,\<niglet,1
6069,\<nignog\>,1
6070,\<nigs\>,1
6071,\<nosecandy\>,1
6072,\<oface\>,1
6073,\<Offgamers\>,1
6074,\<offgamers\>,1
6075,\<onanism\>,1
6076,\<opium\>,1
6077,\<orgasm\>,1
6078,\<pcp\>,1
6079,\<peckertracks\>,1
6080,\<peckerwood\>,1
6081,\<pedophile\>,1
6082,\<penis,1
6083,\<phugface\>,1
6084,\<pikajew\>,1
6085,\<pillowbiter,1
6086,\<polesmok,1
6087,\<poohstab,1
6088,\<poontang\>,1
6089,\<poostab,1
6090,\<porchmonk,1
6091,\<porn\>,1
