ID,Faction,Instance_ID,Supercedes,Title_lang[0],Title_lang[1],Title_lang[2],Title_lang[3],Title_lang[4],Title_lang[5],Title_lang[6],Title_lang[7],Title_lang[8],Title_lang[9],Title_lang[10],Title_lang[11],Title_lang[12],Title_lang[13],Title_lang[14],Title_lang[15],Title_lang_mask,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Category,Points,Ui_order,Flags,IconID,Reward_lang[0],Reward_lang[1],Reward_lang[2],Reward_lang[3],Reward_lang[4],Reward_lang[5],Reward_lang[6],Reward_lang[7],Reward_lang[8],Reward_lang[9],Reward_lang[10],Reward_lang[11],Reward_lang[12],Reward_lang[13],Reward_lang[14],Reward_lang[15],Reward_lang_mask,Minimum_criteria,Shares_criteria
651,-1,557,0,Mana-Tombs,,,,,,,,,,,,,,,,16712006,Kill Nexus-Prince Shaffar.,,,,,,,,,,,,,,,,16711748,14805,5,5,0,1677,,,,,,,,,,,,,,,,,16711748,0,0
632,-1,48,0,Blackfathom Deeps,,,,,,,,,,,,,,,,16712006,Kill Aku'mai.,,,,,,,,,,,,,,,,16711748,14808,5,5,0,2833,,,,,,,,,,,,,,,,,16711748,0,0
835,-1,-1,0,Items withdrawn from Guild banks,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,150,0,5,1,1,,,,,,,,,,,,,,,,,16711748,0,0
795,-1,-1,0,Times considered resurrecting but logged instead,,,,,,,,,,,,,,,,16711712,,,,,,,,,,,,,,,,,16715844,127,0,5,0,1,,,,,,,,,,,,,,,,,16711748,0,0
792,-1,-1,0,Number of 5-person groups,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16715844,149,0,5,0,1,,,,,,,,,,,,,,,,,16711748,0,0
779,-1,-1,0,Explore Loch Modan,,,,,,,,,,,,,,,,16711750,"Explore Loch Modan, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,5,0,2867,,,,,,,,,,,,,,,,,16711748,0,0
979,-1,-1,0,The Mask Task,,,,,,,,,,,,,,,,16711748,Obtain a Flimsy Mask during Hallow's End.,,,,,,,,,,,,,,,,16711748,158,5,5,0,2954,,,,,,,,,,,,,,,,,16711748,1,0
876,-1,-1,875,Brutally Dedicated,,,,,,,,,,,,,,,,16711748,Win 300 ranked arena matches.,,,,,,,,,,,,,,,,16711748,165,25,5,0,2756,,,,,,,,,,,,,,,,,16711748,0,0
135,-1,-1,134,Grand Master in First Aid,,,,,,,,,,,,,,,,16711782,Become a grand master in first aid.,,,,,,,,,,,,,,,,16711782,172,10,5,0,504,,,,,,,,,,,,,,,,,16711748,0,0
125,-1,-1,124,Grand Master Cook,,,,,,,,,,,,,,,,16711782,Become a grand master cook.,,,,,,,,,,,,,,,,16711782,170,10,5,0,1467,,,,,,,,,,,,,,,,,16711748,0,0
115,-1,-1,0,Deaths from fire and lava,,,,,,,,,,,,,,,,16711750,Deaths from fire and lava,,,,,,,,,,,,,,,,16711750,126,0,5,1,4,,,,,,,,,,,,,,,,,16711684,0,0
111,-1,-1,0,Most killed boss was killed,,,,,,,,,,,,,,,,16711776,,,,,,,,,,,,,,,,,16711748,135,0,5,1,4,,,,,,,,,,,,,,,,,16711748,0,0
46,-1,-1,0,World Explorer,,,,,,,,,,,,,,,,16711750,"Explore Eastern Kingdoms, Kalimdor, Outland and Northrend.",,,,,,,,,,,,,,,,16711750,97,50,5,0,2759,,,,,,,,,,,,,,,,,16711748,0,0
750,-1,-1,0,Explore The Barrens,,,,,,,,,,,,,,,,16711750,"Explore The Barrens, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711750,14778,5,5,0,1563,,,,,,,,,,,,,,,,,16711748,0,0
734,-1,-1,733,Professional Grand Master,,,,,,,,,,,,,,,,16711750,Become a master in a profession.,,,,,,,,,,,,,,,,16711750,169,10,5,0,2846,,,,,,,,,,,,,,,,,16711748,1,0
10,-1,-1,9,Level 50,,,,,,,,,,,,,,,,16711782,Reach level 50.,,,,,,,,,,,,,,,,16711782,92,10,5,4,2970,,,,,,,,,,,,,,,,,16711748,0,0
278,-1,-1,0,Vintage Collector  <PH> <nyi>,,,,,,,,,,,,,,,,16711780,"Collect X ""vintage"" Christmas presents.",,,,,,,,,,,,,,,,16711780,156,5,5,0,1859,,,,,,,,,,,,,,,,,16711748,0,0
520,-1,-1,521,20 Exalted Reputations,,,,,,,,,,,,,,,,16711750,Raise 20 reputations to Exalted.,,,,,,,,,,,,,,,,16711750,201,5,5,0,1879,,,,,,,,,,,,,,,,,16711748,0,0
391,-1,-1,0,Most damage recieved in one Battleground,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16729468,153,0,5,1,1243604,,,,,,,,,,,,,,,,,16711748,0,0
382,-1,-1,0,Battlegrounds,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,136,0,5,1,4,,,,,,,,,,,,,,,,,16711748,0,0
341,-1,-1,0,Epic items looted,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,191,0,5,1,4,,,,,,,,,,,,,,,,,16711748,0,0
194,-1,-1,0,Ability used in largest hit,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,141,0,5,1,4,,,,,,,,,,,,,,,,,16711748,0,0
195,-1,-1,0,Largest critical heal,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,142,0,6,1,4,,,,,,,,,,,,,,,,,16711748,0,0
735,-1,-1,0,Working Day and Night,,,,,,,,,,,,,,,,16711748,Become a grand master in two professions.,,,,,,,,,,,,,,,,16711750,169,25,6,0,162,,,,,,,,,,,,,,,,,16711748,2,0
320,-1,-1,0,Duels lost,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,154,0,6,1,4,,,,,,,,,,,,,,,,,16711748,0,0
483,-1,-1,0,The Violet Hold <NYI> ,,,,,,,,,,,,,,,,16711750,Kill all of the bosses in The Violet Hold.,,,,,,,,,,,,,,,,16711680,14806,5,6,0,1955,,,,,,,,,,,,,,,,,16711748,0,0
284,-1,-1,0,A Mask for All Occasions,,,,,,,,,,,,,,,,16711748,Collect the 20 unique Flimsy Masks listed below.,,,,,,,,,,,,,,,,16711748,158,20,6,0,2953,,,,,,,,,,,,,,,,,16711748,0,0
917,-1,-1,0,Total deaths in 10-player raids,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16715844,125,0,6,0,1,,,,,,,,,,,,,,,,,16711748,0,0
810,-1,-1,0,Highest total agility,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,143,0,6,1,1,,,,,,,,,,,,,,,,,16711748,0,0
793,-1,-1,0,Number of groups of <5,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16715844,149,0,6,0,1,,,,,,,,,,,,,,,,,16711748,0,0
802,-1,-1,0,Explore Westfall,,,,,,,,,,,,,,,,16711750,"Explore Westfall, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,6,0,2869,,,,,,,,,,,,,,,,,16711748,0,0
399,-1,-1,0,"1550, 2v2 <PH>",,,,,,,,,,,,,,,,16712006,Earn a 1550 personal rating in the 2v2 bracket of the arena.,,,,,,,,,,,,,,,,16711746,165,5,6,0,2100,,,,,,,,,,,,,,,,,16711748,0,0
268,-1,-1,0,Missilekisser <PH> <nyi>,,,,,,,,,,,,,,,,16711744,Kiss Under the Missiletoe.,,,,,,,,,,,,,,,,16711752,156,5,6,0,1793,,,,,,,,,,,,,,,,,16711748,0,0
390,-1,-1,0,Most healing done in one Battleground,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16729468,153,0,6,1,1243604,,,,,,,,,,,,,,,,,16711748,0,0
353,-1,-1,0,Number of times hearthed,,,,,,,,,,,,,,,,16711790,,,,,,,,,,,,,,,,,16711775,134,0,6,1,4,,,,,,,,,,,,,,,,,16711748,0,0
1151,1,30,0,Loyal Defender,,,,,,,,,,,,,,,,8323072,"In Alterac Valley, kill 50 enemy players in the Hall of the Stormpike.",,,,,,,,,,,,,,,,8323072,14801,5,6,0,2135,,,,,,,,,,,,,,,,,8323072,0,0
1111,-1,-1,0,2v2 Arena,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,136,0,6,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1097,-1,329,0,Baron Rivendare kills (Stratholme),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14821,5,6,1,2718,,,,,,,,,,,,,,,,,16711680,0,0
1073,-1,558,0,Exarch Maladaar kills (Auchenai Crypts),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,6,1,2796,,,,,,,,,,,,,,,,,16711680,0,0
1065,-1,-1,0,Total waves,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,151,0,6,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1105,-1,-1,0,Total 25-player raids completed (final boss killed),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14807,0,6,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1153,-1,-1,0,Overly Defensive,,,,,,,,,,,,,,,,8323072,Defend 3 bases in a single Arathi Basin battle.,,,,,,,,,,,,,,,,8323072,14802,5,6,0,28,,,,,,,,,,,,,,,,,8323072,0,0
801,-1,-1,0,Resurrected by Soulstones,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,127,0,6,0,1,,,,,,,,,,,,,,,,,16711748,0,0
1028,1,-1,0,Extinguishing Eastern Kingdoms,,,,,,,,,,,,,,,,16711748,Desecrate the Horde's bonfires in Eastern Kingdoms.,,,,,,,,,,,,,,,,16711748,161,5,6,0,1920,,,,,,,,,,,,,,,,,16711684,0,0
877,-1,-1,0,The Cake Is Not A Lie,,,,,,,,,,,,,,,,16711748,Bake a delicious chocolate cake.,,,,,,,,,,,,,,,,16711748,170,5,6,0,2917,,,,,,,,,,,,,,,,,16711748,0,0
336,-1,-1,0,Legendary items acquired,,,,,,,,,,,,,,,,16711790,,,,,,,,,,,,,,,,,16711775,191,0,6,1,4,,,,,,,,,,,,,,,,,16711748,0,0
926,-1,-1,0,Horde or Alliance factions at Exalted,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16715844,147,0,6,1,1,,,,,,,,,,,,,,,,,16711748,0,0
844,-1,-1,0,Explore Darkshore,,,,,,,,,,,,,,,,16711750,"Explore Darkshore, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,6,0,164,,,,,,,,,,,,,,,,,16711748,0,0
843,-1,-1,0,Explore Netherstorm,,,,,,,,,,,,,,,,16711750,"Explore Netherstorm, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14779,5,6,0,2882,,,,,,,,,,,,,,,,,16711748,0,0
168,-1,489,0,Warsong Gulch Perfection,,,,,,,,,,,,,,,,16711748,Win Warsong Gulch with a score of 3 to 0.,,,,,,,,,,,,,,,,16711748,14804,10,6,0,2830,,,,,,,,,,,,,,,,,16711748,0,0
519,-1,-1,520,25 Exalted Reputations,,,,,,,,,,,,,,,,16711748,Raise 25 reputations to Exalted.,,,,,,,,,,,,,,,,16711748,201,5,6,0,1879,,,,,,,,,,,,,,,,,16711748,0,0
633,-1,34,0,Stormwind Stockade,,,,,,,,,,,,,,,,16712006,Kill Bazil Thredd.,,,,,,,,,,,,,,,,16711748,14808,5,6,0,2452,,,,,,,,,,,,,,,,,16711748,0,0
811,-1,-1,0,Flasks consumed,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,145,0,6,1,1,,,,,,,,,,,,,,,,,16711748,0,0
803,-1,-1,0,Most daily quests completed per day,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,133,0,6,1,1,,,,,,,,,,,,,,,,,16711748,0,0
666,-1,558,0,Auchenai Crypts,,,,,,,,,,,,,,,,16712006,Kill Exarch Maladaar.,,,,,,,,,,,,,,,,16711748,14805,5,6,0,2796,,,,,,,,,,,,,,,,,16711748,0,0
665,-1,-1,0,Collector's Edition: Netherwhelp,,,,,,,,,,,,,,,,16711750,Owner of the The Burning Crusade's Collector's Edition Netherwhelp pet.,,,,,,,,,,,,,,,,16711748,81,0,6,0,2449,,,,,,,,,,,,,,,,,16711748,0,0
306,-1,-1,0,Master Angler of Stranglethorn,,,,,,,,,,,,,,,,16711686,Win the Booty Bay fishing contest.,,,,,,,,,,,,,,,,16711748,171,10,6,0,577,,,,,,,,,,,,,,,,,16711748,0,0
509,-1,-1,512,10000 Honorable Kills,,,,,,,,,,,,,,,,16711750,Get 10000 honorable kills.,,,,,,,,,,,,,,,,16711748,95,10,6,0,239,,,,,,,,,,,,,,,,,16711748,0,0
626,-1,-1,0,Lunar Festival Finery,,,,,,,,,,,,,,,,8323072,Purchase a festive pant suit or festive dress with Coins of Ancestry.,,,,,,,,,,,,,,,,16711748,160,5,6,0,2789,,,,,,,,,,,,,,,,,16711748,1,0
593,1,-1,0,Deaths from Vanndar Stormpike,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,4294967295,124,0,6,1,1,,,,,,,,,,,,,,,,,16711748,0,0
296,-1,-1,0,Round em' up <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Collect X Drunk Friends.,,,,,,,,,,,,,,,,16711748,162,5,6,0,1,,,,,,,,,,,,,,,,,16711748,0,0
919,-1,-1,0,Total gold earned from auctions,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16715844,140,0,6,1,1,,,,,,,,,,,,,,,,,16711748,0,0
508,-1,-1,507,1500 Quests Completed,,,,,,,,,,,,,,,,16711750,Complete 1500 quests.,,,,,,,,,,,,,,,,16711750,96,40,6,0,1644,,,,,,,,,,,,,,,,,16711748,0,0
213,-1,566,0,Stormtrooper,,,,,,,,,,,,,,,,16711744,Kill 5 flag carriers in a single Eye of the Storm battle.,,,,,,,,,,,,,,,,8323072,14803,10,6,0,1918,,,,,,,,,,,,,,,,,16711748,0,0
93,-1,-1,0,Guild Charters signed,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711756,150,0,6,1,0,,,,,,,,,,,,,,,,,16711748,0,0
365,-1,-1,0,3v3 matches,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,6,1,4,,,,,,,,,,,,,,,,,16711748,0,0
138,-1,-1,0,The Savior <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Bandage X Unique injured people (overhealing doesn't count),,,,,,,,,,,,,,,,16711750,172,5,6,0,2671,,,,,,,,,,,,,,,,,16711748,0,0
187,-1,-1,0,Largest critical hit,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,141,0,6,1,4,,,,,,,,,,,,,,,,,16711748,0,0
182,-1,-1,0,Total materials used in enchanting,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,176,0,6,1,4,,,,,,,,,,,,,,,,,16711748,0,0
11,-1,-1,10,Level 60,,,,,,,,,,,,,,,,16711750,Reach level 60.,,,,,,,,,,,,,,,,16711750,92,20,6,4,2970,,,,,,,,,,,,,,,,,16711748,0,0
730,-1,-1,0,Skills to Pay the Bills,,,,,,,,,,,,,,,,16711750,"Become a grand master in fishing, first aid and cooking.",,,,,,,,,,,,,,,,16711750,169,30,7,0,1657,,,,,,,,,,,,,,,,,16711748,0,0
379,-1,-1,0,Time to achieve Exalted with home city,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,147,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
225,1,30,0,Everything Counts,,,,,,,,,,,,,,,,7274496,Win Alterac Valley while your team controls both mines.,,,,,,,,,,,,,,,,16711750,14801,5,7,0,2840,,,,,,,,,,,,,,,,,16711748,0,0
1045,-1,-1,0,Total cheers,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711748,151,0,7,1,1,,,,,,,,,,,,,,,,,16711684,0,0
1029,1,-1,0,Extinguishing Kalimdor,,,,,,,,,,,,,,,,16711748,Desecrate the Horde's bonfires in Kalimdor.,,,,,,,,,,,,,,,,16711748,161,5,7,0,1920,,,,,,,,,,,,,,,,,16711684,0,0
981,-1,-1,0,That Sparkling Smile,,,,,,,,,,,,,,,,16711748,Show off your sparkling smile by using a tooth pick.,,,,,,,,,,,,,,,,16711748,158,5,7,0,2178,,,,,,,,,,,,,,,,,16711748,0,0
906,-1,-1,0,Taking It Up a Notch,,,,,,,,,,,,,,,,16711748,Complete each of The Rokk's 4 cooking daily quests listed below.,,,,,,,,,,,,,,,,16711748,170,0,7,0,2923,,,,,,,,,,,,,,,,,16711748,0,0
323,-1,-1,0,Total death to 10-player raid bosses,,,,,,,,,,,,,,,,16711778,,,,,,,,,,,,,,,,,16711775,125,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
212,-1,566,0,Storm Capper,,,,,,,,,,,,,,,,16711744,Personally carry and capture the flag in Eye of the Storm.,,,,,,,,,,,,,,,,16711744,14803,5,7,0,2300,,,,,,,,,,,,,,,,,16711748,0,0
196,-1,-1,0,Ability used in largest critical heal,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,142,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
183,-1,-1,0,Total materials produced from discenchanting,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,176,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
1110,-1,-1,0,3v3 Arena,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,136,0,7,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1096,-1,229,0,General Drakkisath kills (Blackrock Spire),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14821,5,7,1,1551,,,,,,,,,,,,,,,,,16711680,0,0
1074,-1,556,0,Talon King Ikiss kills (Sethekk Halls),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,7,1,2378,,,,,,,,,,,,,,,,,16711680,0,0
794,-1,-1,0,These stats may not be interesting since you join and leave the same group a lot,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,149,0,7,0,1,,,,,,,,,,,,,,,,,16711748,0,0
157,-1,529,0,To The Rescue!,,,,,,,,,,,,,,,,16711748,Come to the defense of a base in Arathi Basin 50 times by recapping the flag.,,,,,,,,,,,,,,,,16711746,14802,10,7,0,2205,,,,,,,,,,,,,,,,,16711748,0,0
140,-1,-1,0,Gnome's Best Friend <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Bandage X Unique injured pets (overhealing doesn't count),,,,,,,,,,,,,,,,16711746,172,5,7,0,29,,,,,,,,,,,,,,,,,16711748,0,0
841,-1,-1,0,Explore Wetlands,,,,,,,,,,,,,,,,16711750,"Explore Wetlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,7,0,2870,,,,,,,,,,,,,,,,,16711748,0,0
364,-1,-1,0,3v3 victories,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
683,-1,-1,0,Collector's Edition: Frost Wyrm Whelp,,,,,,,,,,,,,,,,16711684,Owner of the Wrath of the Lich King's Collector's Edition Frost Wyrm Whelp pet.,,,,,,,,,,,,,,,,16711684,81,0,7,0,2449,,,,,,,,,,,,,,,,,16711748,0,0
652,-1,560,0,The Escape From Durnholde,,,,,,,,,,,,,,,,16712006,Kill Epoch Hunter.,,,,,,,,,,,,,,,,16711750,14805,5,7,0,1701,,,,,,,,,,,,,,,,,16711748,0,0
864,-1,-1,0,Explore Shadowmoon Valley,,,,,,,,,,,,,,,,16711750,"Explore Shadowmoon Valley, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14779,5,7,0,2340,,,,,,,,,,,,,,,,,16711748,0,0
861,-1,-1,0,Explore Bloodmyst Isle,,,,,,,,,,,,,,,,16711750,"Explore Bloodmyst Isle, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,7,0,2877,,,,,,,,,,,,,,,,,16711748,0,0
937,-1,-1,0,Elune's Blessing,,,,,,,,,,,,,,,,16711750,Complete the Elune's Blessing quest by defeating Omen.,,,,,,,,,,,,,,,,16711750,160,0,7,0,2821,,,,,,,,,,,,,,,,,16711748,0,0
635,-1,47,0,Razorfen Kraul,,,,,,,,,,,,,,,,16711750,Kill Charlga Razorflank.,,,,,,,,,,,,,,,,16711748,14808,5,7,0,1578,,,,,,,,,,,,,,,,,16711748,0,0
831,-1,-1,0,Highest total stamina,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,143,0,7,1,1,,,,,,,,,,,,,,,,,16711748,0,0
201,-1,489,0,Warsong Expedience,,,,,,,,,,,,,,,,16711748,Win Warsong Gulch in under 7 minutes.,,,,,,,,,,,,,,,,8323072,14804,10,7,0,2127,,,,,,,,,,,,,,,,,16711748,0,0
726,-1,-1,0,Mr. Pinchy's Magical Crawdad Box,,,,,,,,,,,,,,,,16711748,Fish your way to Mr. Pinchy's Magical Crawdad Box.,,,,,,,,,,,,,,,,16711748,171,10,7,0,2105,,,,,,,,,,,,,,,,,16711748,0,0
402,-1,-1,0,"1550, 3v3 <PH>",,,,,,,,,,,,,,,,16712004,Earn a 1550 personal rating in the 3v3 bracket of the arena.,,,,,,,,,,,,,,,,16711748,165,5,7,0,332,,,,,,,,,,,,,,,,,16711748,0,0
297,-1,-1,0,Brewfest Antique Collector <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Collect X Vintage Brewfest Items.,,,,,,,,,,,,,,,,16711748,162,5,7,0,1,,,,,,,,,,,,,,,,,16711748,0,0
570,-1,-1,0,Average item level of armor and weapons,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,191,0,7,1,1,,,,,,,,,,,,,,,,,16711748,0,0
484,-1,604,0,Gundrak <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of the bosses in Gundrak.,,,,,,,,,,,,,,,,16711748,14806,5,7,0,2914,,,,,,,,,,,,,,,,,16711748,0,0
270,-1,-1,0,Flake Maker <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Use snowflakes on X people.,,,,,,,,,,,,,,,,16711748,156,5,7,0,501,,,,,,,,,,,,,,,,,16711748,0,0
239,-1,-1,509,25000 Honorable Kills,,,,,,,,,,,,,,,,16711750,Get 25000 honorable kills.,,,,,,,,,,,,,,,,16711750,95,25,7,0,558,,,,,,,,,,,,,,,,,16711748,0,0
354,-1,-1,0,Number of boat / zeppelin trips,,,,,,,,,,,,,,,,16711790,,,,,,,,,,,,,,,,,16711775,134,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
346,-1,-1,0,Beverages consumed,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,145,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
329,-1,-1,0,Total auctions posted,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711775,140,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
53,-1,30,0,Alterac Valley games  [PH],,,,,,,,,,,,,,,,16711750,Total Alterac Valley Games. [PH],,,,,,,,,,,,,,,,16711884,153,0,7,1,1,,,,,,,,,,,,,,,,,16711748,0,0
32,-1,-1,508,2000 Quests Completed,,,,,,,,,,,,,,,,16711750,Complete 2000 quests.,,,,,,,,,,,,,,,,16711750,96,50,7,0,2436,,,,,,,,,,,,,,,,,16711748,0,0
12,-1,-1,11,Level 70,,,,,,,,,,,,,,,,16711750,Reach level 70.,,,,,,,,,,,,,,,,16711750,92,25,7,4,2970,,,,,,,,,,,,,,,,,16711748,0,0
94,-1,-1,0,Quests abandoned,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711756,133,0,7,1,0,,,,,,,,,,,,,,,,,16711748,0,0
518,-1,-1,519,30 Exalted Reputations,,,,,,,,,,,,,,,,16711748,Raise 30 reputations to Exalted.,,,,,,,,,,,,,,,,16711750,201,5,7,0,1879,,,,,,,,,,,,,,,,,16711748,0,0
188,-1,-1,0,Ability used in largest critical hit,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,141,0,7,1,4,,,,,,,,,,,,,,,,,16711748,0,0
190,-1,-1,0,Healing ability used the most,,,,,,,,,,,,,,,,16711790,,,,,,,,,,,,,,,,,16711775,142,0,8,1,4,,,,,,,,,,,,,,,,,16711748,0,0
137,-1,-1,0,Stocking Up,,,,,,,,,,,,,,,,16711748,Create 500 Heavy Frostweave Bandages.,,,,,,,,,,,,,,,,16711748,172,5,8,0,2497,,,,,,,,,,,,,,,,,16711748,0,0
192,-1,-1,0,Damage ability used the most,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,141,0,8,1,4,,,,,,,,,,,,,,,,,16711748,0,0
931,-1,-1,0,Total factions encountered,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,4294967295,147,0,8,1,1,,,,,,,,,,,,,,,,,16711748,0,0
920,-1,-1,0,Most auctions posted at one time,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16715844,140,0,8,1,1,,,,,,,,,,,,,,,,,16711748,0,0
340,-1,-1,0,Most trinkets owned at one time,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,191,0,8,1,4,,,,,,,,,,,,,,,,,16711748,0,0
807,-1,-1,0,Highest total intelligence,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,143,0,8,1,1,,,,,,,,,,,,,,,,,16711748,0,0
367,-1,-1,0,2v2 matches,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,8,1,4,,,,,,,,,,,,,,,,,16711748,0,0
303,-1,-1,0,Drunken Travels <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Ride to X location on the Brewfest mount.,,,,,,,,,,,,,,,,16711748,162,5,8,0,1,,,,,,,,,,,,,,,,,16711748,0,0
916,-1,-1,0,Total deaths in 25-player raids,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16715844,125,0,8,0,1,,,,,,,,,,,,,,,,,16711748,0,0
485,-1,599,0,Halls of Stone,,,,,,,,,,,,,,,,16711750,Kill all of the bosses in Halls of Stone.,,,,,,,,,,,,,,,,16711748,14806,5,8,0,2325,,,,,,,,,,,,,,,,,16711748,0,0
1066,-1,-1,0,Total times LOL'd,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,151,0,8,1,1,,,,,,,,,,,,,,,,,16711680,0,0
136,-1,-1,0,The Epicurean <NYI>,,,,,,,,,,,,,,,,16711750,Eat 30 Unique foods.,,,,,,,,,,,,,,,,16711750,170,5,8,0,358,,,,,,,,,,,,,,,,,16711748,0,0
13,-1,-1,12,Level 80,,,,,,,,,,,,,,,,16711750,Reach level 80.,,,,,,,,,,,,,,,,16711750,92,50,8,4,2970,Reward: Tanned Leather Boots,,,,,,,,,,,,,,,,16711750,0,0
1014,-1,-1,518,35 Exalted Reputations,,,,,,,,,,,,,,,,16711748,Raise 35 reputations to Exalted.,,,,,,,,,,,,,,,,16711748,201,5,8,0,1879,,,,,,,,,,,,,,,,,16711684,0,0
