ID,KitType,Anim,HeadEffect,ChestEffect,BaseEffect,LeftHandEffect,RightHandEffect,BreathEffect,SpecialEffect[0],SpecialEffect[1],SpecialEffect[2],CharacterProcedure,CharacterParam[0],CharacterParam[1],CharacterParam[2],CharacterParam[3],SoundID,ShakeID
1504,1,0,-1,-1,974,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3961,0
1524,0,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3960,0
1545,0,0,389,287,93,93,93,93,-1,-1,-1,-1,0,0,0,0,0,0
1546,0,0,-1,93,93,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1547,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,6
1548,0,59,-1,-1,-1,-1,417,-1,-1,-1,-1,-1,0,0,0,0,3373,0
1549,0,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3980,0
1564,2,0,542,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
364,1,0,-1,357,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1489,0
365,1,0,-1,-1,360,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3315,0
366,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,16507449,20,600,100,3091,0
367,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
368,0,0,-1,-1,347,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1455,0
369,0,226,-1,-1,361,-1,-1,-1,-1,-1,-1,8,16193303,3,10000,100,1493,0
370,2,226,-1,-1,361,-1,-1,-1,-1,-1,-1,8,16484115,20,10000,100,1493,0
371,1,0,-1,-1,463,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
372,0,211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,745,0
373,1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,28,0
378,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
379,0,180,-1,-1,-1,590,590,-1,-1,-1,-1,8,11784417,22,600,70,1484,0
380,0,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
381,1,0,-1,370,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3227,0
382,0,223,-1,-1,249,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2560,0
383,1,0,-1,373,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
384,0,223,-1,-1,-1,267,267,-1,-1,-1,-1,-1,0,0,0,0,0,0
385,0,31,-1,-1,-1,249,411,-1,-1,-1,-1,-1,2,1,0,0,1432,0
386,0,50,-1,-1,-1,-1,-1,88,-1,-1,-1,-1,0,0,0,0,35,0
387,0,31,-1,-1,-1,-1,-1,293,-1,-1,-1,0,1,1,0,0,1506,0
388,0,55,-1,-1,375,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3113,0
389,0,55,-1,-1,376,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3113,0
390,1,0,-1,547,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3071,0
391,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,255,1,0.5,0,0,0
392,0,55,-1,-1,-1,94,94,-1,-1,-1,-1,-1,0,0,0,0,28,0
393,1,0,-1,379,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3133,0
394,0,56,-1,-1,-1,94,94,-1,-1,-1,-1,-1,0,0,0,0,3091,0
395,0,53,-1,-1,546,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3339,0
396,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
397,0,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
398,0,223,-1,-1,-1,277,-1,-1,-1,-1,-1,-1,0,0,0,0,745,0
399,0,214,-1,-1,380,-1,-1,-1,-1,-1,-1,8,12408262,15,400,96,3091,0
400,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
401,1,0,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3112,0
402,2,224,-1,-1,-1,298,-1,-1,-1,-1,-1,0,8,1,1,0,3087,0
403,0,223,-1,-1,-1,269,269,-1,-1,-1,-1,-1,0,0,0,0,27,0
404,0,53,-1,-1,389,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3324,0
405,0,220,-1,-1,-1,-1,393,-1,-1,-1,-1,-1,0,0,0,0,45,0
406,0,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,45,0
407,0,56,-1,-1,-1,397,397,-1,-1,-1,-1,-1,0,0,0,0,3091,0
408,1,0,-1,394,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
409,2,0,-1,-1,99,-1,393,-1,-1,-1,-1,-1,0,0,0,0,3374,0
410,1,0,-1,394,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
411,0,132,-1,-1,403,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3091,0
412,2,0,-1,-1,-1,397,397,-1,-1,-1,-1,-1,0,0,0,0,0,0
413,1,0,-1,-1,398,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
414,0,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3212,0
415,1,0,-1,591,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3213,0
416,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,15335165,20,500,80,3091,0
417,0,53,-1,-1,-1,135,135,-1,-1,-1,-1,-1,0,0,0,0,2562,0
418,0,52,-1,-1,-1,17,17,-1,-1,-1,-1,-1,0,0,0,0,2560,0
419,1,0,-1,401,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3333,0
420,1,0,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3226,0
421,1,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
422,1,0,-1,402,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3230,0
423,1,0,-1,404,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3323,0
424,0,112,-1,-1,-1,-1,288,-1,-1,-1,-1,-1,0,0,0,0,0,0
425,0,53,-1,-1,-1,392,392,-1,-1,-1,-1,-1,0,0,0,0,2560,0
426,2,225,-1,-1,70,146,146,-1,-1,-1,-1,-1,0,0,0,0,3,0
427,0,51,-1,-1,249,135,411,-1,-1,-1,-1,-1,0,0,0,0,740,0
428,1,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
429,0,31,-1,-1,-1,271,-1,-1,-1,-1,-1,-1,3,1,0,0,2560,0
430,2,224,-1,-1,-1,271,-1,-1,-1,-1,-1,0,4,1,1,0,3012,0
431,1,0,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1430,0
432,0,31,-1,-1,-1,249,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
433,1,0,-1,-1,412,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1422,0
434,2,0,413,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3156,0
435,1,0,-1,415,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3155,0
436,2,0,-1,-1,414,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
437,1,0,-1,416,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3218,0
438,0,59,-1,-1,99,-1,417,-1,-1,-1,-1,-1,0,0,0,0,3373,0
439,0,0,-1,-1,-1,-1,411,-1,-1,-1,-1,-1,0,0,0,0,0,0
440,1,0,422,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2558,0
441,1,215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
442,1,0,-1,-1,423,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1432,0
443,0,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
444,0,218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
445,2,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
446,1,180,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
447,1,0,424,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
448,1,0,-1,425,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3074,0
449,0,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,16446211,15,400,150,3330,0
450,1,0,-1,426,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3075,0
451,1,180,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
452,1,180,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
453,1,180,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
454,1,180,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
455,1,180,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
456,1,0,-1,-1,427,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1455,0
457,1,0,-1,-1,428,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1455,0
458,1,0,-1,-1,429,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1455,0
459,1,0,-1,-1,430,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1455,0
460,1,0,-1,-1,431,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1455,0
461,1,0,-1,-1,432,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1455,0
462,0,59,-1,-1,-1,242,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
463,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
464,2,0,-1,-1,435,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1505,0
465,1,0,436,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3086,0
466,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
467,2,0,-1,-1,257,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,18,3
468,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
469,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
470,1,0,-1,298,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
471,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
472,1,0,-1,-1,438,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1435,0
473,2,31,-1,-1,-1,271,-1,-1,-1,-1,-1,0,4,1,1,0,0,0
474,1,0,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3088,0
475,0,52,-1,439,-1,-1,-1,-1,-1,-1,-1,8,16317734,20,300,50,2562,0
476,0,53,-1,-1,-1,73,73,-1,-1,-1,-1,-1,0,0,0,0,2561,0
477,0,53,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3259,0
478,0,53,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2561,0
479,0,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,15608624,20,600,100,0,0
480,0,53,-1,-1,440,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2549,0
481,1,0,-1,262,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
482,0,0,-1,-1,-1,-1,287,-1,-1,-1,-1,-1,0,0,0,0,1484,0
483,2,0,-1,-1,441,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
484,0,52,-1,-1,442,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2562,0
485,1,215,-1,444,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3329,0
486,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3051,0
487,1,0,-1,445,-1,-1,-1,-1,-1,-1,-1,-1,15130637,1,500,3,3320,0
488,2,117,469,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3178,0
489,1,0,-1,447,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3221,0
490,2,0,-1,-1,448,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
491,1,0,-1,-1,448,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
492,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1491,0
493,0,53,-1,-1,-1,310,310,-1,-1,-1,-1,-1,0,0,0,0,2560,0
494,1,0,-1,-1,449,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3317,0
495,1,0,-1,-1,450,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3331,0
496,1,0,-1,-1,451,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
497,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
498,1,0,452,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3231,0
499,2,0,453,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
500,1,0,-1,-1,454,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1435,0
501,1,0,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3135,0
502,2,0,-1,457,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
503,1,0,-1,456,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2557,0
504,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
505,2,0,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
506,0,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,15733523,20,600,100,3091,0
507,1,0,-1,458,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3112,0
508,1,0,-1,459,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3219,0
509,1,138,-1,-1,460,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3094,0
510,0,55,-1,-1,461,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3114,0
511,1,0,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3220,0
512,0,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1492,0
513,1,0,-1,-1,257,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4
514,2,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
515,1,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
516,0,53,-1,-1,465,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2549,0
517,0,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2988,0
518,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
519,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2552,0
520,0,31,-1,-1,-1,102,102,-1,-1,-1,-1,-1,0,0,0,0,2560,0
521,0,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
522,0,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2874,0
523,2,0,-1,-1,423,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1432,0
524,2,0,-1,-1,467,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1432,0
525,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
526,1,0,-1,350,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3325,0
527,1,0,-1,-1,468,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3220,0
528,0,223,-1,-1,-1,267,242,-1,-1,-1,-1,-1,0,0,0,0,0,0
529,0,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
530,2,124,-1,228,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
531,1,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
532,2,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
533,2,0,-1,-1,428,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1455,0
534,2,31,-1,-1,-1,287,287,-1,-1,-1,-1,-1,8,1,1,0,1484,0
535,2,0,470,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1501,0
536,0,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,50,0
537,0,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1493,0
538,0,133,-1,-1,349,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,35,5
539,0,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
540,1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
541,2,152,-1,-1,355,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1493,0
542,1,0,475,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1423,0
543,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1166,0
544,2,0,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
545,0,60,-1,-1,-1,-1,477,-1,-1,-1,-1,-1,0,0,0,0,0,0
546,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
547,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,15738920,20,600,100,0,0
548,0,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
549,1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
550,1,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
551,1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
552,0,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
553,1,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
554,0,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
555,1,0,-1,478,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3215,0
556,1,0,-1,479,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3071,0
557,0,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5767344,20,600,100,3091,0
558,1,0,-1,480,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3111,0
559,1,0,-1,481,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3218,0
560,2,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
561,0,187,-1,-1,358,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3319,0
562,0,51,-1,-1,-1,146,146,-1,-1,-1,-1,-1,0,0,0,0,27,0
563,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2579,0
564,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,301361,0.5,1,0,0,0
565,1,215,-1,-1,73,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
566,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7382526,0.5,1,0,0,0
586,2,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
587,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8289918,0.5,1,0,0,0
588,1,0,482,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0
589,0,51,-1,-1,-1,131,131,-1,-1,-1,-1,1,16776960,4,0,0,742,0
606,1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11534340,0,3,3,0,0
607,2,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
608,1,0,-1,502,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1507,0
609,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,5,0,0,7,0
626,0,201,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,0,0,0,0,0,0
646,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7154933,20,600,100,3091,0
647,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
648,1,0,-1,522,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3092,0
649,1,0,-1,368,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3071,0
650,0,190,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,0,0,0,0,0,0
651,1,0,-1,526,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3071,0
652,0,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3351,0
653,2,0,-1,97,-1,-1,-1,-1,-1,-1,-1,1,7012975,0.3,0.3,0,2617,0
654,0,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2561,0
655,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2984,0
656,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3083,0
657,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7995528,0.4,0,0,0,0
658,1,0,-1,527,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3071,0
659,0,0,-1,-1,349,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
660,2,132,-1,-1,361,-1,-1,-1,-1,-1,-1,8,16267286,20,600,100,0,0
661,2,129,-1,-1,263,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,39,0
662,0,132,-1,-1,361,-1,-1,-1,-1,-1,-1,-1,16193303,20,600,100,1493,0
663,1,215,-1,217,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
664,2,224,-1,-1,-1,117,117,-1,-1,-1,-1,1,7105791,0.5,0,0,0,0
665,2,0,-1,-1,389,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
666,1,0,-1,350,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3089,0
667,0,131,-1,-1,529,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
668,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,16716055,2,2,0,0,0
686,0,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
687,1,215,-1,150,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3090,0
688,1,0,-1,-1,409,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3036,0
689,1,0,-1,-1,409,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3037,0
690,1,0,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
691,2,0,542,-1,-1,-1,-1,-1,-1,-1,-1,7,2,0,0,0,3230,0
692,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,5,0,0,3181,0
693,1,0,543,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
694,1,0,544,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
695,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3077,0
696,1,0,-1,545,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
697,2,0,-1,545,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
698,0,31,-1,-1,-1,-1,-1,257,-1,-1,-1,-1,0,0,0,0,18,3
699,0,0,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,51,0
700,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,2,0.7,0,0,30,0
701,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3182,0
702,1,0,-1,73,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
703,0,0,-1,-1,-1,-1,-1,117,-1,-1,-1,-1,0,0,0,0,703,0
704,0,59,-1,-1,-1,-1,242,-1,-1,-1,-1,-1,0,0,0,0,3373,0
705,0,125,-1,548,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2560,0
716,2,225,-1,-1,-1,45,45,-1,-1,-1,-1,-1,0,0,0,0,702,0
717,2,225,-1,-1,-1,117,117,-1,-1,-1,-1,-1,0,0,0,0,1136,0
718,2,225,-1,-1,-1,88,88,-1,-1,-1,-1,-1,0,0,0,0,31,0
719,1,0,539,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3361,0
720,1,0,-1,540,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3111,0
721,1,0,-1,-1,565,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3089,0
722,0,223,-1,-1,-1,-1,242,-1,-1,-1,-1,-1,0,0,0,0,0,0
723,0,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
724,1,0,-1,-1,585,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3183,0
725,1,0,-1,-1,586,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
726,0,31,-1,-1,-1,-1,-1,146,-1,-1,-1,-1,0,0,0,0,0,0
727,0,31,-1,-1,-1,-1,-1,298,-1,-1,-1,-1,0,0,0,0,2560,0
728,1,0,-1,588,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1507,0
729,2,224,-1,-1,-1,272,272,-1,-1,-1,-1,-1,0,0,0,0,3136,0
730,0,52,-1,-1,-1,392,392,-1,-1,-1,-1,-1,0,0,0,0,1641,0
731,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2874,0
732,1,0,-1,589,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3264,0
733,0,56,-1,-1,-1,590,590,-1,-1,-1,-1,8,15971420,20,450,60,3091,0
734,0,55,-1,-1,345,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1485,7
735,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
736,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3327,0
737,1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,15665846,15,400,96,0,0
738,0,56,-1,-1,592,102,102,-1,-1,-1,-1,8,16256123,15,400,96,3091,0
739,2,31,-1,-1,-1,298,-1,-1,-1,-1,-1,0,8,1,1,0,1578,0
740,2,129,-1,298,-1,-1,-1,-1,-1,-1,-1,1,12124345,0.8,0.1,0.8,0,0
741,1,0,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
742,2,0,-1,-1,593,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1505,0
743,0,230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3213,0
744,2,0,-1,-1,594,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3228,0
745,0,31,-1,-1,-1,298,298,-1,-1,-1,-1,-1,8,1,0,0,2560,0
